TITLE SAMPLE NAME:,Polyethylene High Density  (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,87.8754
400.1569,88.344
401.1211,89.0312
402.0854,89.77
403.0496,90.4345
404.0138,90.9451
404.9781,91.2685
405.9423,91.4191
406.9065,91.4468
407.8708,91.409
408.8350,91.3441
409.7992,91.2659
410.7635,91.1785
411.7277,91.0903
412.6919,91.0132
413.6562,90.9493
414.6204,90.8828
415.5846,90.7834
416.5489,90.6214
417.5131,90.3921
418.4773,90.1374
419.4416,89.9269
420.4058,89.7931
421.3700,89.7103
422.3343,89.6414
423.2985,89.5775
424.2627,89.5383
425.2270,89.5517
426.1912,89.6285
427.1554,89.7514
428.1197,89.8833
429.0839,89.9879
430.0481,90.0435
431.0124,90.0474
431.9766,90.0132
432.9408,89.9673
433.9051,89.9471
434.8693,89.9928
435.8335,90.1315
436.7978,90.3556
437.7620,90.6163
438.7262,90.8423
439.6905,90.9746
440.6547,90.9979
441.6189,90.9537
442.5832,90.9228
443.5474,90.9815
444.5116,91.1527
445.4759,91.3921
446.4401,91.6203
447.4043,91.7712
448.3686,91.8238
449.3328,91.8035
450.2970,91.761
451.2613,91.7405
452.2255,91.756
453.1897,91.7867
454.1540,91.795
455.1182,91.7531
456.0824,91.6676
457.0467,91.5871
458.0109,91.5812
458.9751,91.6938
459.9394,91.9076
460.9036,92.1564
461.8678,92.3664
462.8321,92.4895
463.7963,92.5164
464.7605,92.4746
465.7248,92.412
466.6890,92.3709
467.6532,92.3667
468.6175,92.3852
469.5817,92.3992
470.5459,92.3916
471.5102,92.3725
472.4744,92.3769
473.4386,92.4409
474.4029,92.5731
475.3671,92.7477
476.3313,92.9219
477.2956,93.0603
478.2598,93.1508
479.2240,93.2052
480.1883,93.247
481.1525,93.2938
482.1167,93.3449
483.0810,93.3832
484.0452,93.3903
485.0094,93.3627
485.9737,93.3165
486.9379,93.2762
487.9021,93.2592
488.8664,93.2671
489.8306,93.2886
490.7948,93.3077
491.7591,93.3125
492.7233,93.3007
493.6875,93.2787
494.6518,93.2569
495.6160,93.2441
496.5802,93.2425
