TITLE SAMPLE NAME:,Polyethylene High Density  (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,96.2872
400.1569,97.3003
401.1211,98.2622
402.0854,98.9602
403.0496,99.3732
404.0138,99.5939
404.9781,99.7404
405.9423,99.885
406.9065,100.026
407.8708,100.12
408.8350,100.141
409.7992,100.123
410.7635,100.129
411.7277,100.186
412.6919,100.227
413.6562,100.119
414.6204,99.7343
415.5846,99.0193
416.5489,98.0543
417.5131,97.0945
418.4773,96.5099
419.4416,96.5251
420.4058,97.0008
421.3700,97.5969
422.3343,98.0726
423.2985,98.3655
424.2627,98.5162
425.2270,98.5869
426.1912,98.6214
427.1554,98.6416
428.1197,98.661
429.0839,98.6941
430.0481,98.7502
431.0124,98.8228
431.9766,98.8904
432.9408,98.9361
433.9051,98.9692
434.8693,99.0271
435.8335,99.148
436.7978,99.3354
437.7620,99.5464
438.7262,99.7158
439.6905,99.7973
440.6547,99.7911
441.6189,99.7453
442.5832,99.7337
443.5474,99.8213
444.5116,100.035
445.4759,100.353
446.4401,100.722
447.4043,101.075
448.3686,101.353
449.3328,101.523
450.2970,101.581
451.2613,101.558
452.2255,101.491
453.1897,101.41
454.1540,101.32
455.1182,101.222
456.0824,101.133
457.0467,101.099
458.0109,101.181
458.9751,101.403
459.9394,101.73
460.9036,102.08
461.8678,102.375
462.8321,102.57
463.7963,102.66
464.7605,102.67
465.7248,102.632
466.6890,102.569
467.6532,102.48
468.6175,102.358
469.5817,102.206
470.5459,102.057
471.5102,101.971
472.4744,102.002
473.4386,102.16
474.4029,102.4
475.3671,102.651
476.3313,102.857
477.2956,102.996
478.2598,103.075
479.2240,103.103
480.1883,103.083
481.1525,103.007
482.1167,102.882
483.0810,102.739
484.0452,102.628
485.0094,102.587
485.9737,102.611
486.9379,102.652
487.9021,102.651
488.8664,102.58
489.8306,102.457
490.7948,102.34
491.7591,102.296
492.7233,102.358
493.6875,102.51
494.6518,102.692
495.6160,102.828
496.5802,102.86
497.5445,102.763
498.5087,102.551
499.4729,102.275
500.4372,102.008
501.4014,101.819
502.3656,101.744
