TITLE SAMPLE NAME:,Polyethylene High Density  (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,92.7787
400.1569,93.2952
401.1211,93.3802
402.0854,93.2121
403.0496,93.0147
404.0138,92.9659
404.9781,93.1481
405.9423,93.523
406.9065,93.9531
407.8708,94.2845
408.8350,94.4441
409.7992,94.4768
410.7635,94.4952
411.7277,94.5807
412.6919,94.7138
413.6562,94.7869
414.6204,94.677
415.5846,94.3189
416.5489,93.7569
417.5131,93.1766
418.4773,92.8582
419.4416,92.9807
420.4058,93.4521
421.3700,94.0217
422.3343,94.4991
423.2985,94.8145
424.2627,94.9678
425.2270,94.9824
426.1912,94.8911
427.1554,94.7391
428.1197,94.5816
429.0839,94.4685
430.0481,94.423
431.0124,94.4304
431.9766,94.4486
432.9408,94.4416
433.9051,94.4134
434.8693,94.4118
435.8335,94.4931
436.7978,94.67
437.7620,94.886
438.7262,95.0391
439.6905,95.0385
440.6547,94.8576
441.6189,94.5584
442.5832,94.2735
443.5474,94.1472
444.5116,94.2586
445.4759,94.577
446.4401,94.9773
447.4043,95.2992
448.3686,95.4138
449.3328,95.275
450.2970,94.9395
451.2613,94.544
452.2255,94.2428
453.1897,94.1397
454.1540,94.2508
455.1182,94.5088
456.0824,94.7948
457.0467,94.9865
458.0109,95.0158
458.9751,94.9058
459.9394,94.7484
460.9036,94.6388
461.8678,94.6301
462.8321,94.7255
463.7963,94.8895
464.7605,95.0621
465.7248,95.1779
466.6890,95.1916
467.6532,95.0981
468.6175,94.9345
469.5817,94.7657
470.5459,94.6637
471.5102,94.6827
472.4744,94.8347
473.4386,95.0793
474.4029,95.3443
475.3671,95.5636
476.3313,95.7046
477.2956,95.7716
478.2598,95.7933
479.2240,95.8032
480.1883,95.8221
481.1525,95.85
482.1167,95.8721
483.0810,95.8747
484.0452,95.8607
485.0094,95.8503
485.9737,95.8668
486.9379,95.9185
487.9021,95.9927
488.8664,96.0642
489.8306,96.1106
490.7948,96.1238
491.7591,96.1134
492.7233,96.0973
493.6875,96.0897
494.6518,96.0923
495.6160,96.0959
496.5802,96.0887
