TITLE SAMPLE NAME:,Polyethylene High Density  (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,88.7171
400.1569,89.8403
401.1211,90.576
402.0854,90.9937
403.0496,91.1981
404.0138,91.2971
404.9781,91.3883
405.9423,91.5385
406.9065,91.7601
407.8708,92.0063
408.8350,92.1959
409.7992,92.2507
410.7635,92.1257
411.7277,91.8192
412.6919,91.3608
413.6562,90.7834
414.6204,90.103
415.5846,89.3188
416.5489,88.4334
417.5131,87.4822
418.4773,86.5422
419.4416,85.6841
420.4058,84.907
421.3700,84.1585
422.3343,83.415
423.2985,82.7244
424.2627,82.1909
425.2270,81.9249
426.1912,81.9825
427.1554,82.3336
428.1197,82.8782
429.0839,83.4882
430.0481,84.0389
431.0124,84.4182
431.9766,84.5305
432.9408,84.306
433.9051,83.7156
434.8693,82.782
435.8335,81.5769
436.7978,80.203
437.7620,78.7689
438.7262,77.3748
439.6905,76.1163
440.6547,75.0941
441.6189,74.401
442.5832,74.0751
443.5474,74.0457
444.5116,74.129
445.4759,74.102
446.4401,73.8095
447.4043,73.2341
448.3686,72.497
449.3328,71.8063
450.2970,71.3745
451.2613,71.3367
452.2255,71.705
453.1897,72.3885
454.1540,73.2578
455.1182,74.2031
456.0824,75.148
457.0467,76.0179
458.0109,76.7044
458.9751,77.0776
459.9394,77.0502
460.9036,76.6377
461.8678,75.9677
462.8321,75.2492
463.7963,74.7259
464.7605,74.6104
465.7248,75.0101
466.6890,75.888
467.6532,77.0984
468.6175,78.4744
469.5817,79.9034
470.5459,81.3454
471.5102,82.7994
472.4744,84.2499
473.4386,85.6395
474.4029,86.8893
475.3671,87.9429
476.3313,88.7906
477.2956,89.4614
478.2598,89.9986
479.2240,90.4402
480.1883,90.8125
481.1525,91.1347
482.1167,91.4265
483.0810,91.7099
484.0452,92.0008
485.0094,92.2993
485.9737,92.5864
486.9379,92.8327
487.9021,93.0128
488.8664,93.1145
489.8306,93.1433
490.7948,93.1204
491.7591,93.0768
492.7233,93.0419
493.6875,93.0298
494.6518,93.032
495.6160,93.0209
496.5802,92.9639
497.5445,92.8415
