TITLE SAMPLE NAME:,Polyethylene High Density  (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,90.5739
400.1569,91.2848
401.1211,91.8714
402.0854,92.2903
403.0496,92.5889
404.0138,92.8605
404.9781,93.192
405.9423,93.6093
406.9065,94.0454
407.8708,94.3722
408.8350,94.4873
409.7992,94.3942
410.7635,94.2077
411.7277,94.0724
412.6919,94.0514
413.6562,94.0761
414.6204,93.9906
415.5846,93.6448
416.5489,92.9925
417.5131,92.1821
418.4773,91.5643
419.4416,91.4681
420.4058,91.8984
421.3700,92.5754
422.3343,93.2232
423.2985,93.7131
424.2627,94.0313
425.2270,94.2098
426.1912,94.2844
427.1554,94.2818
428.1197,94.2263
429.0839,94.1463
430.0481,94.0705
431.0124,94.018
431.9766,93.9945
432.9408,94.0007
433.9051,94.0477
434.8693,94.1574
435.8335,94.3403
436.7978,94.5656
437.7620,94.7537
438.7262,94.808
439.6905,94.6666
440.6547,94.3441
441.6189,93.9419
442.5832,93.6162
443.5474,93.5085
444.5116,93.6716
445.4759,94.0434
446.4401,94.4835
447.4043,94.8401
448.3686,95.007
449.3328,94.9546
450.2970,94.7317
451.2613,94.4388
452.2255,94.1829
453.1897,94.0345
454.1540,94.0106
455.1182,94.0823
456.0824,94.1958
457.0467,94.2942
458.0109,94.3389
458.9751,94.3261
459.9394,94.2843
460.9036,94.2549
461.8678,94.2721
462.8321,94.3512
463.7963,94.4837
464.7605,94.6352
465.7248,94.7542
466.6890,94.7931
467.6532,94.7308
468.6175,94.583
469.5817,94.3973
470.5459,94.2405
471.5102,94.1796
472.4744,94.2543
473.4386,94.4525
474.4029,94.714
475.3671,94.9632
476.3313,95.1462
477.2956,95.2479
478.2598,95.2864
479.2240,95.2946
480.1883,95.2983
481.1525,95.3043
482.1167,95.3045
483.0810,95.2926
484.0452,95.2775
485.0094,95.2804
485.9737,95.3179
486.9379,95.386
487.9021,95.4607
488.8664,95.5118
489.8306,95.5197
490.7948,95.4844
491.7591,95.4232
492.7233,95.3592
493.6875,95.3074
494.6518,95.2686
495.6160,95.233
496.5802,95.1881
