TITLE SAMPLE NAME:,Polyethylene High Density  (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,97.6477
400.1569,98.3666
401.1211,99.1277
402.0854,99.7841
403.0496,100.275
404.0138,100.601
404.9781,100.789
405.9423,100.864
406.9065,100.836
407.8708,100.71
408.8350,100.514
409.7992,100.32
410.7635,100.218
411.7277,100.258
412.6919,100.387
413.6562,100.461
414.6204,100.313
415.5846,99.84
416.5489,99.0696
417.5131,98.2215
418.4773,97.6623
419.4416,97.6466
420.4058,98.0664
421.3700,98.5877
422.3343,98.9618
423.2985,99.132
424.2627,99.1676
425.2270,99.1701
426.1912,99.2072
427.1554,99.2888
428.1197,99.3834
429.0839,99.4502
430.0481,99.4617
431.0124,99.4091
431.9766,99.3036
432.9408,99.1825
433.9051,99.1104
434.8693,99.162
435.8335,99.3814
436.7978,99.7423
437.7620,100.145
438.7262,100.462
439.6905,100.599
440.6547,100.54
441.6189,100.351
442.5832,100.151
443.5474,100.058
444.5116,100.137
445.4759,100.381
446.4401,100.729
447.4043,101.103
448.3686,101.437
449.3328,101.691
450.2970,101.85
451.2613,101.92
452.2255,101.916
453.1897,101.852
454.1540,101.735
455.1182,101.584
456.0824,101.441
457.0467,101.373
458.0109,101.445
458.9751,101.674
459.9394,102.007
460.9036,102.353
461.8678,102.636
462.8321,102.819
463.7963,102.908
464.7605,102.931
465.7248,102.921
466.6890,102.895
467.6532,102.845
468.6175,102.757
469.5817,102.634
470.5459,102.508
471.5102,102.439
472.4744,102.483
473.4386,102.65
474.4029,102.893
475.3671,103.133
476.3313,103.307
477.2956,103.388
478.2598,103.384
479.2240,103.318
480.1883,103.213
481.1525,103.088
482.1167,102.966
483.0810,102.876
484.0452,102.843
485.0094,102.874
485.9737,102.94
486.9379,102.992
487.9021,102.993
488.8664,102.935
489.8306,102.852
490.7948,102.79
491.7591,102.789
492.7233,102.855
493.6875,102.96
494.6518,103.058
495.6160,103.109
496.5802,103.084
497.5445,102.972
498.5087,102.785
499.4729,102.552
500.4372,102.324
501.4014,102.156
502.3656,102.084
503.3299,102.107
504.2941,102.185
