TITLE SAMPLE NAME:,Polyethylene High Density  (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,94.3807
400.1569,95.5488
401.1211,96.4986
402.0854,97.1065
403.0496,97.4193
404.0138,97.5694
404.9781,97.6985
405.9423,97.8903
406.9065,98.131
407.8708,98.3291
408.8350,98.3901
409.7992,98.2913
410.7635,98.1012
411.7277,97.9258
412.6919,97.8219
413.6562,97.7512
414.6204,97.6108
415.5846,97.3056
416.5489,96.8198
417.5131,96.2695
418.4773,95.8815
419.4416,95.8267
420.4058,96.0525
421.3700,96.3623
422.3343,96.6119
423.2985,96.7736
424.2627,96.8867
425.2270,96.9925
426.1912,97.1003
427.1554,97.1919
428.1197,97.2505
429.0839,97.2795
430.0481,97.2966
431.0124,97.3122
431.9766,97.3185
432.9408,97.3047
433.9051,97.2852
434.8693,97.3106
435.8335,97.4408
436.7978,97.6939
437.7620,98.0156
438.7262,98.2996
439.6905,98.4448
440.6547,98.4131
441.6189,98.2549
442.5832,98.0917
443.5474,98.0573
444.5116,98.2267
445.4759,98.582
446.4401,99.0347
447.4043,99.4788
448.3686,99.8341
449.3328,100.064
450.2970,100.172
451.2613,100.183
452.2255,100.128
453.1897,100.028
454.1540,99.9045
455.1182,99.7818
456.0824,99.6998
457.0467,99.7059
458.0109,99.8306
458.9751,100.061
459.9394,100.345
460.9036,100.62
461.8678,100.844
462.8321,101.006
463.7963,101.112
464.7605,101.176
465.7248,101.209
466.6890,101.21
467.6532,101.169
468.6175,101.077
469.5817,100.944
470.5459,100.811
471.5102,100.74
472.4744,100.784
473.4386,100.941
474.4029,101.152
475.3671,101.337
476.3313,101.445
477.2956,101.476
478.2598,101.466
479.2240,101.456
480.1883,101.462
481.1525,101.473
482.1167,101.468
483.0810,101.446
484.0452,101.43
485.0094,101.444
485.9737,101.488
486.9379,101.529
487.9021,101.525
488.8664,101.455
489.8306,101.34
490.7948,101.232
491.7591,101.189
492.7233,101.239
493.6875,101.368
494.6518,101.522
495.6160,101.638
496.5802,101.661
497.5445,101.565
498.5087,101.359
499.4729,101.081
500.4372,100.797
