TITLE SAMPLE NAME:,Polyethylene High Density  (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,82.9147
400.1569,85.0555
401.1211,86.8844
402.0854,88.2997
403.0496,89.3054
404.0138,89.9503
404.9781,90.3059
405.9423,90.4569
406.9065,90.4849
407.8708,90.4475
408.8350,90.3697
409.7992,90.2503
410.7635,90.0728
411.7277,89.8061
412.6919,89.3988
413.6562,88.7792
414.6204,87.8676
415.5846,86.6042
416.5489,85.0068
417.5131,83.2518
418.4773,81.6844
419.4416,80.604
420.4058,79.985
421.3700,79.5393
422.3343,79.0252
423.2985,78.4159
424.2627,77.8718
425.2270,77.6208
426.1912,77.8152
427.1554,78.4367
428.1197,79.3085
429.0839,80.1909
430.0481,80.8792
431.0124,81.2529
431.9766,81.2719
432.9408,80.9406
433.9051,80.271
434.8693,79.2702
435.8335,77.9563
436.7978,76.384
437.7620,74.6554
438.7262,72.9084
439.6905,71.2991
440.6547,69.9864
441.6189,69.1021
442.5832,68.6956
443.5474,68.6765
444.5116,68.8171
445.4759,68.8439
446.4401,68.5658
447.4043,67.9586
448.3686,67.169
449.3328,66.4534
450.2970,66.0756
451.2613,66.199
452.2255,66.8239
453.1897,67.8078
454.1540,68.951
455.1182,70.082
456.0824,71.095
457.0467,71.9316
458.0109,72.5404
458.9751,72.8583
459.9394,72.8382
460.9036,72.4969
461.8678,71.9434
462.8321,71.3731
463.7963,71.0306
464.7605,71.1376
465.7248,71.8015
466.6890,72.9645
467.6532,74.4413
468.6175,76.0244
469.5817,77.58
470.5459,79.0812
471.5102,80.5736
472.4744,82.1012
473.4386,83.6459
474.4029,85.1264
475.3671,86.4492
476.3313,87.5584
477.2956,88.4487
478.2598,89.1464
479.2240,89.6854
480.1883,90.0941
481.1525,90.4004
482.1167,90.6437
483.0810,90.8794
484.0452,91.1621
485.0094,91.5149
485.9737,91.9085
486.9379,92.2714
487.9021,92.5261
488.8664,92.6277
489.8306,92.584
490.7948,92.4528
491.7591,92.3175
492.7233,92.2487
493.6875,92.2717
494.6518,92.3564
495.6160,92.4333
496.5802,92.4258
