TITLE SAMPLE NAME:,Polyethylene High Density  (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,92.8417
400.1569,93.7774
401.1211,94.651
402.0854,95.3064
403.0496,95.7388
404.0138,96.0236
404.9781,96.2474
405.9423,96.4561
406.9065,96.6351
407.8708,96.7371
408.8350,96.7372
409.7992,96.6696
410.7635,96.61
411.7277,96.6114
412.6919,96.646
413.6562,96.6061
414.6204,96.3633
415.5846,95.838
416.5489,95.0611
417.5131,94.2258
418.4773,93.656
419.4416,93.5866
420.4058,93.9407
421.3700,94.4327
422.3343,94.8325
423.2985,95.0629
424.2627,95.1513
425.2270,95.1626
426.1912,95.1567
427.1554,95.1692
428.1197,95.2113
429.0839,95.2758
430.0481,95.3429
431.0124,95.3873
431.9766,95.3905
432.9408,95.3586
433.9051,95.3294
434.8693,95.3563
435.8335,95.4751
436.7978,95.675
437.7620,95.9012
438.7262,96.0873
439.6905,96.1908
440.6547,96.2102
441.6189,96.1794
442.5832,96.1505
443.5474,96.1751
444.5116,96.2874
445.4759,96.4944
446.4401,96.7735
447.4043,97.0794
448.3686,97.3586
449.3328,97.5699
450.2970,97.6996
451.2613,97.761
452.2255,97.7749
453.1897,97.7467
454.1540,97.6607
455.1182,97.4997
456.0824,97.2796
457.0467,97.0714
458.0109,96.9817
458.9751,97.0853
459.9394,97.3685
460.9036,97.7403
461.8678,98.0934
462.8321,98.3551
463.7963,98.5044
464.7605,98.5624
465.7248,98.5687
466.6890,98.5523
467.6532,98.5161
468.6175,98.4445
469.5817,98.3288
470.5459,98.192
471.5102,98.0939
472.4744,98.1039
473.4386,98.2536
474.4029,98.511
475.3671,98.7996
476.3313,99.0416
477.2956,99.1895
478.2598,99.2321
479.2240,99.1838
480.1883,99.0705
481.1525,98.9219
482.1167,98.7726
483.0810,98.6623
484.0452,98.6257
485.0094,98.6719
485.9737,98.7715
486.9379,98.8675
487.9021,98.9047
488.8664,98.8574
489.8306,98.7404
490.7948,98.6006
491.7591,98.4927
492.7233,98.4535
493.6875,98.4852
494.6518,98.5575
495.6160,98.6229
496.5802,98.6369
