TITLE SAMPLE NAME:,Polyethylene High Density  (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,92.2233
400.1569,93.5164
401.1211,94.4488
402.0854,94.9857
403.0496,95.2354
404.0138,95.3503
404.9781,95.4651
405.9423,95.6553
406.9065,95.9232
407.8708,96.2226
408.8350,96.5075
409.7992,96.7629
410.7635,96.9923
411.7277,97.1772
412.6919,97.2524
413.6562,97.1287
414.6204,96.7434
415.5846,96.1089
416.5489,95.3504
417.5131,94.7192
418.4773,94.4975
419.4416,94.7638
420.4058,95.2873
421.3700,95.7585
422.3343,96.0333
423.2985,96.1413
424.2627,96.1811
425.2270,96.2354
426.1912,96.3339
427.1554,96.4617
428.1197,96.5935
429.0839,96.7193
430.0481,96.8433
431.0124,96.9669
431.9766,97.0791
432.9408,97.1669
433.9051,97.2343
434.8693,97.3081
435.8335,97.4207
436.7978,97.581
437.7620,97.7617
438.7262,97.9155
439.6905,98.0061
440.6547,98.0326
441.6189,98.0344
442.5832,98.0759
443.5474,98.2165
444.5116,98.479
445.4759,98.837
446.4401,99.2281
447.4043,99.5827
448.3686,99.8506
449.3328,100.016
450.2970,100.096
451.2613,100.121
452.2255,100.111
453.1897,100.068
454.1540,99.9827
455.1182,99.8628
456.0824,99.7552
457.0467,99.7384
458.0109,99.8801
458.9751,100.18
459.9394,100.56
460.9036,100.91
461.8678,101.15
462.8321,101.257
463.7963,101.254
464.7605,101.191
465.7248,101.117
466.6890,101.058
467.6532,101.006
468.6175,100.935
469.5817,100.827
470.5459,100.699
471.5102,100.605
472.4744,100.605
473.4386,100.728
474.4029,100.944
475.3671,101.192
476.3313,101.414
477.2956,101.582
478.2598,101.69
479.2240,101.739
480.1883,101.723
481.1525,101.638
482.1167,101.498
483.0810,101.35
484.0452,101.253
485.0094,101.244
485.9737,101.305
486.9379,101.377
487.9021,101.396
488.8664,101.34
489.8306,101.237
490.7948,101.149
491.7591,101.134
492.7233,101.208
493.6875,101.343
494.6518,101.477
495.6160,101.552
496.5802,101.529
497.5445,101.401
498.5087,101.185
499.4729,100.925
500.4372,100.68
