TITLE SAMPLE NAME:,Polyethylene High Density  (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,91.6349
400.1569,91.8539
401.1211,92.1838
402.0854,92.4911
403.0496,92.7049
404.0138,92.8327
404.9781,92.9373
405.9423,93.089
406.9065,93.3145
407.8708,93.576
408.8350,93.7984
409.7992,93.9219
410.7635,93.9385
411.7277,93.8843
412.6919,93.7938
413.6562,93.6573
414.6204,93.4173
415.5846,93.0021
416.5489,92.3832
417.5131,91.6486
418.4773,91.0321
419.4416,90.7758
420.4058,90.9065
421.3700,91.2425
422.3343,91.5957
423.2985,91.8821
424.2627,92.1026
425.2270,92.2895
426.1912,92.4666
427.1554,92.6334
428.1197,92.7732
429.0839,92.8677
430.0481,92.9046
431.0124,92.8787
431.9766,92.7954
432.9408,92.6779
433.9051,92.5749
434.8693,92.5506
435.8335,92.6561
436.7978,92.8934
437.7620,93.2039
438.7262,93.4934
439.6905,93.6772
440.6547,93.7185
441.6189,93.6425
442.5832,93.5262
443.5474,93.461
444.5116,93.5067
445.4759,93.6653
446.4401,93.8918
447.4043,94.1274
448.3686,94.3294
449.3328,94.4829
450.2970,94.594
451.2613,94.6715
452.2255,94.7091
453.1897,94.6833
454.1540,94.57
455.1182,94.3725
456.0824,94.1435
457.0467,93.9782
458.0109,93.964
458.9751,94.1128
459.9394,94.3449
460.9036,94.5494
461.8678,94.66
462.8321,94.6831
463.7963,94.6782
464.7605,94.7105
465.7248,94.8015
466.6890,94.9065
467.6532,94.9407
468.6175,94.8356
469.5817,94.5889
470.5459,94.2792
471.5102,94.038
472.4744,93.9818
473.4386,94.1425
474.4029,94.4514
475.3671,94.7893
476.3313,95.0533
477.2956,95.1917
478.2598,95.2024
479.2240,95.1144
480.1883,94.9673
481.1525,94.7999
482.1167,94.6484
483.0810,94.5467
484.0452,94.5198
485.0094,94.5691
485.9737,94.6639
486.9379,94.7503
487.9021,94.777
488.8664,94.7186
489.8306,94.5886
490.7948,94.4342
491.7591,94.3156
492.7233,94.2759
493.6875,94.3187
494.6518,94.4074
495.6160,94.4842
496.5802,94.4961
