TITLE SAMPLE NAME:,Polyvinyl Chloride (pipe pieces)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,78.9179
400.1569,80.2401
401.1211,81.2311
402.0854,81.903
403.0496,82.3522
404.0138,82.6396
404.9781,82.7594
405.9423,82.6862
406.9065,82.4585
407.8708,82.2235
408.8350,82.1854
409.7992,82.4807
410.7635,83.0477
411.7277,83.5891
412.6919,83.7077
413.6562,83.1567
414.6204,81.995
415.5846,80.5522
416.5489,79.3066
417.5131,78.7376
418.4773,79.073
419.4416,80.0046
420.4058,80.8317
421.3700,81.0676
422.3343,80.738
423.2985,80.159
424.2627,79.649
425.2270,79.3904
426.1912,79.4026
427.1554,79.5898
428.1197,79.8265
429.0839,80.0305
430.0481,80.1848
431.0124,80.3193
431.9766,80.4818
432.9408,80.7139
433.9051,81.0311
434.8693,81.4016
435.8335,81.7391
436.7978,81.9309
437.7620,81.9041
438.7262,81.6857
439.6905,81.4074
440.6547,81.2473
441.6189,81.3418
442.5832,81.7066
443.5474,82.2116
444.5116,82.6422
445.4759,82.8214
446.4401,82.7038
447.4043,82.3774
448.3686,81.9996
449.3328,81.7207
450.2970,81.6304
451.2613,81.7286
452.2255,81.9268
453.1897,82.0832
454.1540,82.0646
455.1182,81.8102
456.0824,81.3719
457.0467,80.9073
458.0109,80.6064
458.9751,80.5779
459.9394,80.7846
460.9036,81.0858
461.8678,81.3326
462.8321,81.435
463.7963,81.3755
464.7605,81.1905
465.7248,80.9369
466.6890,80.6623
467.6532,80.3934
468.6175,80.1477
469.5817,79.9551
470.5459,79.8665
471.5102,79.9361
472.4744,80.1816
473.4386,80.556
474.4029,80.9659
475.3671,81.3263
476.3313,81.6031
477.2956,81.813
478.2598,81.99
479.2240,82.1479
480.1883,82.2663
481.1525,82.3107
482.1167,82.2721
483.0810,82.1943
484.0452,82.1594
485.0094,82.2361
485.9737,82.4286
486.9379,82.6691
487.9021,82.8583
488.8664,82.9225
489.8306,82.8515
490.7948,82.7016
491.7591,82.5657
492.7233,82.5273
493.6875,82.6236
494.6518,82.8329
495.6160,83.0907
496.5802,83.3181
