TITLE SAMPLE NAME:,Polyvinyl Chloride (pipe pieces)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,99.3015
400.1569,100.612
401.1211,101.709
402.0854,102.536
403.0496,103.099
404.0138,103.378
404.9781,103.335
405.9423,102.985
406.9065,102.479
407.8708,102.094
408.8350,102.121
409.7992,102.699
410.7635,103.675
411.7277,104.59
412.6919,104.89
413.6562,104.258
414.6204,102.816
415.5846,101.052
416.5489,99.6558
417.5131,99.2972
418.4773,100.25
419.4416,101.986
420.4058,103.438
421.3700,103.91
422.3343,103.488
423.2985,102.67
424.2627,101.941
425.2270,101.576
426.1912,101.609
427.1554,101.902
428.1197,102.269
429.0839,102.576
430.0481,102.768
431.0124,102.854
431.9766,102.874
432.9408,102.882
433.9051,102.93
434.8693,103.042
435.8335,103.177
436.7978,103.232
437.7620,103.103
438.7262,102.768
439.6905,102.324
440.6547,101.956
441.6189,101.854
442.5832,102.106
443.5474,102.631
444.5116,103.205
445.4759,103.585
446.4401,103.642
447.4043,103.417
448.3686,103.067
449.3328,102.781
450.2970,102.69
451.2613,102.811
452.2255,103.043
453.1897,103.219
454.1540,103.189
455.1182,102.903
456.0824,102.444
457.0467,102.006
458.0109,101.795
458.9751,101.915
459.9394,102.315
460.9036,102.844
461.8678,103.348
462.8321,103.72
463.7963,103.905
464.7605,103.891
465.7248,103.698
466.6890,103.374
467.6532,102.986
468.6175,102.606
469.5817,102.309
470.5459,102.165
471.5102,102.217
472.4744,102.451
473.4386,102.783
474.4029,103.097
475.3671,103.306
476.3313,103.4
477.2956,103.43
478.2598,103.463
479.2240,103.527
480.1883,103.589
481.1525,103.586
482.1167,103.479
483.0810,103.304
484.0452,103.161
485.0094,103.145
485.9737,103.275
486.9379,103.473
487.9021,103.617
488.8664,103.613
489.8306,103.445
490.7948,103.183
491.7591,102.937
492.7233,102.798
493.6875,102.803
494.6518,102.924
495.6160,103.092
496.5802,103.231
497.5445,103.278
498.5087,103.208
499.4729,103.038
500.4372,102.834
501.4014,102.687
502.3656,102.674
503.3299,102.818
504.2941,103.064
505.2583,103.308
506.2226,103.447
