TITLE SAMPLE NAME:,Polyvinyl Chloride (pipe pieces)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,85.1103
400.1569,85.2768
401.1211,85.5629
402.0854,85.9151
403.0496,86.2937
404.0138,86.6748
404.9781,87.0398
405.9423,87.3659
406.9065,87.6241
407.8708,87.7877
408.8350,87.8444
409.7992,87.806
410.7635,87.7114
411.7277,87.6163
412.6919,87.5701
413.6562,87.5957
414.6204,87.6867
415.5846,87.8185
416.5489,87.9587
417.5131,88.0709
418.4773,88.1252
419.4416,88.1194
420.4058,88.0837
421.3700,88.0522
422.3343,88.0403
423.2985,88.0465
424.2627,88.062
425.2270,88.0767
426.1912,88.0851
427.1554,88.0904
428.1197,88.1054
429.0839,88.1489
430.0481,88.2362
431.0124,88.3713
431.9766,88.5415
432.9408,88.7215
433.9051,88.8842
434.8693,89.013
435.8335,89.1079
436.7978,89.1824
437.7620,89.2517
438.7262,89.3229
439.6905,89.3926
440.6547,89.4519
441.6189,89.4945
442.5832,89.5212
443.5474,89.5397
444.5116,89.5588
445.4759,89.5834
446.4401,89.6142
447.4043,89.6505
448.3686,89.6915
449.3328,89.7342
450.2970,89.7725
451.2613,89.8002
452.2255,89.8177
453.1897,89.8377
454.1540,89.8814
455.1182,89.966
456.0824,90.0873
457.0467,90.2082
458.0109,90.2678
458.9751,90.2173
459.9394,90.0545
460.9036,89.8222
461.8678,89.5799
462.8321,89.3785
463.7963,89.2511
464.7605,89.2109
465.7248,89.2507
466.6890,89.3471
467.6532,89.4701
468.6175,89.5936
469.5817,89.7003
470.5459,89.7793
471.5102,89.8213
472.4744,89.8181
473.4386,89.7689
474.4029,89.6852
475.3671,89.5889
476.3313,89.5023
477.2956,89.4397
478.2598,89.4024
479.2240,89.3818
480.1883,89.3663
481.1525,89.349
482.1167,89.3288
483.0810,89.3059
484.0452,89.2761
485.0094,89.2314
485.9737,89.1682
486.9379,89.095
487.9021,89.0326
488.8664,89.0055
489.8306,89.0313
490.7948,89.1115
491.7591,89.2302
492.7233,89.3603
493.6875,89.4747
494.6518,89.5558
495.6160,89.6001
496.5802,89.6161
