TITLE SAMPLE NAME:,Polyvinyl Chloride (pipe pieces)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,85.1822
400.1569,85.2998
401.1211,85.3533
402.0854,85.4561
403.0496,85.6913
404.0138,86.0859
404.9781,86.5996
405.9423,87.1319
406.9065,87.5645
407.8708,87.821
408.8350,87.9001
409.7992,87.8605
410.7635,87.7771
411.7277,87.7013
412.6919,87.6464
413.6562,87.6022
414.6204,87.559
415.5846,87.5193
416.5489,87.4934
417.5131,87.4814
418.4773,87.4581
419.4416,87.3865
420.4058,87.2627
421.3700,87.129
422.3343,87.0402
423.2985,87.0338
424.2627,87.1173
425.2270,87.2641
426.1912,87.4242
427.1554,87.5485
428.1197,87.6169
429.0839,87.6491
430.0481,87.6934
431.0124,87.8018
431.9766,88.0019
432.9408,88.2804
433.9051,88.5867
434.8693,88.8561
435.8335,89.0407
436.7978,89.1304
437.7620,89.1489
438.7262,89.132
439.6905,89.1052
440.6547,89.0802
441.6189,89.0628
442.5832,89.0617
443.5474,89.0858
444.5116,89.1319
445.4759,89.1785
446.4401,89.198
447.4043,89.1771
448.3686,89.1276
449.3328,89.0796
450.2970,89.0608
451.2613,89.0794
452.2255,89.1221
453.1897,89.1717
454.1540,89.2253
455.1182,89.2986
456.0824,89.4072
457.0467,89.539
458.0109,89.6408
458.9751,89.6449
459.9394,89.519
460.9036,89.2891
461.8678,89.0206
462.8321,88.7846
463.7963,88.6357
464.7605,88.5999
465.7248,88.6692
466.6890,88.8054
467.6532,88.9571
468.6175,89.0801
469.5817,89.152
470.5459,89.1761
471.5102,89.1755
472.4744,89.1767
473.4386,89.1907
474.4029,89.2053
475.3671,89.1959
476.3313,89.1436
477.2956,89.0476
478.2598,88.9253
479.2240,88.8039
480.1883,88.7082
481.1525,88.6503
482.1167,88.6266
483.0810,88.6217
484.0452,88.6167
485.0094,88.5982
485.9737,88.5646
486.9379,88.527
487.9021,88.5036
488.8664,88.5123
489.8306,88.5626
490.7948,88.6507
491.7591,88.7574
492.7233,88.8559
493.6875,88.9233
494.6518,88.9516
495.6160,88.9492
496.5802,88.9347
