TITLE SAMPLE NAME:,Polyvinyl Chloride (pipe pieces)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,91.7679
400.1569,93.1672
401.1211,94.3566
402.0854,95.2881
403.0496,95.9777
404.0138,96.3994
404.9781,96.4822
405.9423,96.197
406.9065,95.6607
407.8708,95.1515
408.8350,94.9937
409.7992,95.374
410.7635,96.1847
411.7277,96.9994
412.6919,97.2718
413.6562,96.6681
414.6204,95.2605
415.5846,93.4719
416.5489,91.916
417.5131,91.2161
418.4773,91.6907
419.4416,92.9801
420.4058,94.197
421.3700,94.6868
422.3343,94.4344
423.2985,93.8079
424.2627,93.2003
425.2270,92.853
426.1912,92.8188
427.1554,93.0097
428.1197,93.2913
429.0839,93.5629
430.0481,93.7842
431.0124,93.9608
431.9766,94.1218
432.9408,94.3063
433.9051,94.548
434.8693,94.8473
435.8335,95.1454
436.7978,95.3339
437.7620,95.3182
438.7262,95.0948
439.6905,94.7791
440.6547,94.5621
441.6189,94.6161
442.5832,94.9952
443.5474,95.5832
444.5116,96.1433
445.4759,96.4555
446.4401,96.4424
447.4043,96.194
448.3686,95.8981
449.3328,95.7396
450.2970,95.8204
451.2613,96.1179
452.2255,96.4952
453.1897,96.7633
454.1540,96.768
455.1182,96.4647
456.0824,95.952
457.0467,95.4468
458.0109,95.1876
458.9751,95.3035
459.9394,95.7476
460.9036,96.3511
461.8678,96.9308
462.8321,97.3571
463.7963,97.5687
464.7605,97.5597
465.7248,97.3612
466.6890,97.0224
467.6532,96.5962
468.6175,96.137
469.5817,95.7106
470.5459,95.3992
471.5102,95.2832
472.4744,95.3949
473.4386,95.6809
474.4029,96.0206
475.3671,96.296
476.3313,96.453
477.2956,96.5099
478.2598,96.5176
479.2240,96.5086
480.1883,96.47
481.1525,96.3601
482.1167,96.1578
483.0810,95.9034
484.0452,95.6908
485.0094,95.6081
485.9737,95.6731
486.9379,95.8176
487.9021,95.9321
488.8664,95.9339
489.8306,95.8112
490.7948,95.6236
491.7591,95.4636
492.7233,95.4044
493.6875,95.465
494.6518,95.6094
495.6160,95.7719
496.5802,95.8885
