TITLE SAMPLE NAME:,Polyvinyl Chloride (pipe pieces)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,81.9238
400.1569,81.9039
401.1211,81.8044
402.0854,81.7493
403.0496,81.8059
404.0138,81.9814
404.9781,82.2324
405.9423,82.4852
406.9065,82.6716
407.8708,82.7651
408.8350,82.7898
409.7992,82.7956
410.7635,82.8222
411.7277,82.8778
412.6919,82.9436
413.6562,82.9984
414.6204,83.0381
415.5846,83.0769
416.5489,83.1348
417.5131,83.2177
418.4773,83.2981
419.4416,83.3275
420.4058,83.2831
421.3700,83.1871
422.3343,83.0782
423.2985,82.9837
424.2627,82.9143
425.2270,82.8669
426.1912,82.8312
427.1554,82.7991
428.1197,82.7741
429.0839,82.7753
430.0481,82.8308
431.0124,82.9641
431.9766,83.1789
432.9408,83.4501
433.9051,83.7285
434.8693,83.9584
435.8335,84.1016
436.7978,84.1568
437.7620,84.1603
438.7262,84.1692
439.6905,84.2371
440.6547,84.3939
441.6189,84.6314
442.5832,84.8992
443.5474,85.1201
444.5116,85.229
445.4759,85.2099
446.4401,85.1028
447.4043,84.9746
448.3686,84.8809
449.3328,84.8414
450.2970,84.8398
451.2613,84.8452
452.2255,84.8401
453.1897,84.8352
454.1540,84.8601
455.1182,84.9375
456.0824,85.0572
457.0467,85.1672
458.0109,85.1944
458.9751,85.0906
459.9394,84.8671
460.9036,84.5828
461.8678,84.3076
462.8321,84.0983
463.7963,83.9907
464.7605,83.9957
465.7248,84.094
466.6890,84.2406
467.6532,84.3823
468.6175,84.4819
469.5817,84.5315
470.5459,84.5482
471.5102,84.5548
472.4744,84.5574
473.4386,84.5369
474.4029,84.4655
475.3671,84.3316
476.3313,84.152
477.2956,83.9647
478.2598,83.8108
479.2240,83.717
480.1883,83.6857
481.1525,83.6969
482.1167,83.719
483.0810,83.7236
484.0452,83.6966
485.0094,83.6425
485.9737,83.5805
486.9379,83.5332
487.9021,83.517
488.8664,83.5367
489.8306,83.5855
490.7948,83.6484
491.7591,83.7072
492.7233,83.7472
493.6875,83.7614
494.6518,83.7516
495.6160,83.7277
496.5802,83.705
