TITLE SAMPLE NAME:,Polyvinyl Chloride (pipe pieces)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,108.539
400.1569,108.955
401.1211,109.079
402.0854,108.944
403.0496,108.611
404.0138,108.113
404.9781,107.482
405.9423,106.809
406.9065,106.269
407.8708,106.063
408.8350,106.312
409.7992,106.954
410.7635,107.717
411.7277,108.205
412.6919,108.106
413.6562,107.386
414.6204,106.301
415.5846,105.252
416.5489,104.634
417.5131,104.695
418.4773,105.358
419.4416,106.14
420.4058,106.474
421.3700,106.18
422.3343,105.494
423.2985,104.762
424.2627,104.236
425.2270,104.011
426.1912,104.056
427.1554,104.259
428.1197,104.506
429.0839,104.72
430.0481,104.874
431.0124,104.969
431.9766,105.021
432.9408,105.049
433.9051,105.068
434.8693,105.071
435.8335,105.021
436.7978,104.868
437.7620,104.591
438.7262,104.234
439.6905,103.9
440.6547,103.71
441.6189,103.736
442.5832,103.958
443.5474,104.248
444.5116,104.438
445.4759,104.417
446.4401,104.2
447.4043,103.91
448.3686,103.702
449.3328,103.684
450.2970,103.86
451.2613,104.126
452.2255,104.307
453.1897,104.243
454.1540,103.867
455.1182,103.249
456.0824,102.582
457.0467,102.112
458.0109,102.018
458.9751,102.32
459.9394,102.871
460.9036,103.468
461.8678,103.949
462.8321,104.236
463.7963,104.314
464.7605,104.208
465.7248,103.964
466.6890,103.636
467.6532,103.276
468.6175,102.93
469.5817,102.647
470.5459,102.476
471.5102,102.455
472.4744,102.58
473.4386,102.796
474.4029,103.021
475.3671,103.191
476.3313,103.29
477.2956,103.339
478.2598,103.365
479.2240,103.372
480.1883,103.334
481.1525,103.228
482.1167,103.059
483.0810,102.879
484.0452,102.754
485.0094,102.716
485.9737,102.736
486.9379,102.738
487.9021,102.656
488.8664,102.468
489.8306,102.218
490.7948,101.982
491.7591,101.835
492.7233,101.811
493.6875,101.896
494.6518,102.043
495.6160,102.198
496.5802,102.318
497.5445,102.369
498.5087,102.34
499.4729,102.239
500.4372,102.105
501.4014,101.991
502.3656,101.946
503.3299,101.978
504.2941,102.046
505.2583,102.08
506.2226,102.022
