TITLE SAMPLE NAME:,Polyethylene High Density (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,99.2583
401.1211,99.0153
403.0496,98.8629
404.9781,98.78
406.9065,98.7192
408.8350,98.6401
410.7635,98.5225
412.6919,98.3671
414.6204,98.1898
416.5489,98.0136
418.4773,97.8583
420.4058,97.7296
422.3343,97.6171
424.2627,97.5052
426.1912,97.3872
428.1197,97.272
430.0481,97.1815
431.9766,97.1421
433.9051,97.1714
435.8335,97.2662
437.7620,97.4024
439.6905,97.5477
441.6189,97.6793
443.5474,97.7928
445.4759,97.8971
447.4043,98.0016
449.3328,98.1057
451.2613,98.1983
453.1897,98.2651
455.1182,98.2975
457.0467,98.2994
458.9751,98.2864
460.9036,98.2759
462.8321,98.2768
464.7605,98.2856
466.6890,98.2918
468.6175,98.2855
470.5459,98.2634
472.4744,98.2301
474.4029,98.195
476.3313,98.1667
478.2598,98.1496
480.1883,98.1452
482.1167,98.1537
484.0452,98.1737
485.9737,98.2
487.9021,98.2231
489.8306,98.2316
491.7591,98.2171
493.6875,98.1794
495.6160,98.1274
497.5445,98.0765
499.4729,98.0421
501.4014,98.0322
503.3299,98.0427
505.2583,98.0569
507.1868,98.0537
509.1153,98.0184
511.0437,97.9503
512.9722,97.8636
514.9007,97.7801
516.8292,97.7172
518.7576,97.6772
520.6861,97.6443
522.6146,97.594
524.5430,97.5074
526.4715,97.3825
528.4000,97.2353
530.3284,97.0908
532.2569,96.9722
534.1854,96.8925
536.1138,96.8524
538.0423,96.8435
539.9708,96.8534
541.8992,96.8707
543.8277,96.8874
545.7562,96.9004
547.6846,96.9097
549.6131,96.9165
551.5416,96.9208
553.4700,96.9209
555.3985,96.9147
557.3270,96.9027
559.2554,96.888
561.1839,96.8753
563.1124,96.8672
565.0408,96.8623
566.9693,96.8551
568.8978,96.8404
570.8262,96.8164
572.7547,96.7872
574.6832,96.7602
576.6116,96.7428
578.5401,96.7376
580.4686,96.7417
582.3970,96.7476
584.3255,96.7477
586.2540,96.7365
588.1824,96.7129
590.1109,96.6788
592.0394,96.638
593.9678,96.5943
