TITLE SAMPLE NAME:,Polyethylene High Density (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,100.842
401.1211,100.904
403.0496,101.008
404.9781,101.059
406.9065,101.013
408.8350,100.869
410.7635,100.654
412.6919,100.403
414.6204,100.151
416.5489,99.9315
418.4773,99.7676
420.4058,99.6701
422.3343,99.6333
424.2627,99.6428
426.1912,99.685
428.1197,99.7508
430.0481,99.8321
431.9766,99.9174
433.9051,99.9918
435.8335,100.043
437.7620,100.071
439.6905,100.096
441.6189,100.15
443.5474,100.263
445.4759,100.441
447.4043,100.658
449.3328,100.87
451.2613,101.031
453.1897,101.121
455.1182,101.147
457.0467,101.148
458.9751,101.165
460.9036,101.218
462.8321,101.292
464.7605,101.353
466.6890,101.371
468.6175,101.342
470.5459,101.286
472.4744,101.237
474.4029,101.221
476.3313,101.239
478.2598,101.271
480.1883,101.291
482.1167,101.28
484.0452,101.233
485.9737,101.156
487.9021,101.062
489.8306,100.964
491.7591,100.87
493.6875,100.782
495.6160,100.697
497.5445,100.609
499.4729,100.518
501.4014,100.431
503.3299,100.355
505.2583,100.297
507.1868,100.253
509.1153,100.211
511.0437,100.156
512.9722,100.077
514.9007,99.9803
516.8292,99.8819
518.7576,99.8021
520.6861,99.7536
522.6146,99.7343
524.5430,99.7297
526.4715,99.7214
528.4000,99.6964
530.3284,99.6526
532.2569,99.5966
534.1854,99.5383
536.1138,99.4843
538.0423,99.435
539.9708,99.387
541.8992,99.3372
543.8277,99.2869
545.7562,99.2427
547.6846,99.2138
549.6131,99.2076
551.5416,99.2267
553.4700,99.2674
555.3985,99.3202
557.3270,99.3718
559.2554,99.4074
561.1839,99.4154
563.1124,99.391
565.0408,99.3376
566.9693,99.2654
568.8978,99.1857
570.8262,99.1072
572.7547,99.0339
574.6832,98.9671
576.6116,98.908
578.5401,98.859
580.4686,98.822
582.3970,98.7965
584.3255,98.7791
586.2540,98.7648
588.1824,98.7497
590.1109,98.7322
592.0394,98.7121
593.9678,98.6895
595.8963,98.6637
597.8248,98.6343
599.7532,98.6019
601.6817,98.568
603.6102,98.5342
