TITLE SAMPLE NAME:,Polyethylene High Density (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,99.0592
401.1211,99.3358
403.0496,99.6278
404.9781,99.8505
406.9065,99.9626
408.8350,99.946
410.7635,99.7913
412.6919,99.5032
414.6204,99.1192
416.5489,98.7238
418.4773,98.4267
420.4058,98.3003
422.3343,98.3303
424.2627,98.438
426.1912,98.5438
428.1197,98.6072
430.0481,98.6293
431.9766,98.6352
433.9051,98.6509
435.8335,98.6899
437.7620,98.7532
439.6905,98.8425
441.6189,98.9686
443.5474,99.1433
445.4759,99.3607
447.4043,99.5896
449.3328,99.7866
451.2613,99.9219
453.1897,99.9975
455.1182,100.046
457.0467,100.111
458.9751,100.211
460.9036,100.33
462.8321,100.428
464.7605,100.472
466.6890,100.458
468.6175,100.409
470.5459,100.365
472.4744,100.355
474.4029,100.38
476.3313,100.421
478.2598,100.452
480.1883,100.454
482.1167,100.423
484.0452,100.369
485.9737,100.307
487.9021,100.254
489.8306,100.22
491.7591,100.2
493.6875,100.176
495.6160,100.129
497.5445,100.044
499.4729,99.9269
501.4014,99.8036
503.3299,99.7055
505.2583,99.6511
507.1868,99.6321
509.1153,99.6179
511.0437,99.5746
512.9722,99.4853
514.9007,99.3607
516.8292,99.2332
518.7576,99.1382
520.6861,99.0943
522.6146,99.094
524.5430,99.1105
526.4715,99.1143
528.4000,99.0877
530.3284,99.0302
532.2569,98.9542
534.1854,98.8754
536.1138,98.8048
538.0423,98.7447
539.9708,98.6909
541.8992,98.6388
543.8277,98.5883
545.7562,98.5466
547.6846,98.5253
549.6131,98.5346
551.5416,98.5762
553.4700,98.6405
555.3985,98.7093
557.3270,98.7629
559.2554,98.7886
561.1839,98.785
563.1124,98.7599
565.0408,98.7244
566.9693,98.6856
568.8978,98.6436
570.8262,98.5941
572.7547,98.5341
574.6832,98.4673
576.6116,98.4036
578.5401,98.3551
580.4686,98.3288
582.3970,98.3226
584.3255,98.3261
586.2540,98.3263
588.1824,98.3139
590.1109,98.2864
592.0394,98.2484
593.9678,98.2077
595.8963,98.1714
597.8248,98.1433
