TITLE SAMPLE NAME:,Polyethylene High Density (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,94.8525
401.1211,95.8277
403.0496,96.922
404.9781,97.8741
406.9065,98.5212
408.8350,98.8074
410.7635,98.762
412.6919,98.4794
414.6204,98.1026
416.5489,97.7981
418.4773,97.7011
420.4058,97.8506
422.3343,98.1773
424.2627,98.5676
426.1912,98.9348
428.1197,99.2419
430.0481,99.4836
431.9766,99.6617
433.9051,99.7716
435.8335,99.8081
437.7620,99.7826
439.6905,99.7368
441.6189,99.7342
443.5474,99.8271
445.4759,100.02
447.4043,100.261
449.3328,100.471
451.2613,100.595
453.1897,100.636
455.1182,100.663
457.0467,100.768
458.9751,101.002
460.9036,101.326
462.8321,101.631
464.7605,101.808
466.6890,101.807
468.6175,101.672
470.5459,101.513
472.4744,101.448
474.4029,101.532
476.3313,101.728
478.2598,101.94
480.1883,102.079
482.1167,102.108
484.0452,102.05
485.9737,101.969
487.9021,101.925
489.8306,101.945
491.7591,102.012
493.6875,102.078
495.6160,102.099
497.5445,102.055
499.4729,101.964
501.4014,101.869
503.3299,101.809
505.2583,101.801
507.1868,101.824
509.1153,101.839
511.0437,101.816
512.9722,101.751
514.9007,101.667
516.8292,101.602
518.7576,101.584
520.6861,101.619
522.6146,101.69
524.5430,101.771
526.4715,101.843
528.4000,101.896
530.3284,101.933
532.2569,101.958
534.1854,101.973
536.1138,101.977
538.0423,101.97
539.9708,101.952
541.8992,101.929
543.8277,101.912
545.7562,101.919
547.6846,101.97
549.6131,102.079
551.5416,102.25
553.4700,102.472
555.3985,102.721
557.3270,102.969
559.2554,103.189
561.1839,103.362
563.1124,103.478
565.0408,103.538
566.9693,103.558
568.8978,103.568
570.8262,103.61
572.7547,103.725
574.6832,103.942
576.6116,104.252
578.5401,104.602
580.4686,104.907
582.3970,105.078
584.3255,105.062
586.2540,104.866
588.1824,104.553
590.1109,104.211
592.0394,103.912
593.9678,103.681
595.8963,103.496
597.8248,103.316
599.7532,103.106
601.6817,102.859
603.6102,102.591
605.5386,102.332
607.4671,102.104
609.3956,101.914
