TITLE SAMPLE NAME:,Polyethylene High Density (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,91.2536
401.1211,91.5663
403.0496,91.8945
404.9781,92.1616
406.9065,92.3264
408.8350,92.371
410.7635,92.2882
412.6919,92.0807
414.6204,91.7717
416.5489,91.419
418.4773,91.1103
420.4058,90.9224
422.3343,90.8752
424.2627,90.9292
426.1912,91.026
428.1197,91.1242
430.0481,91.2122
431.9766,91.3038
433.9051,91.4269
435.8335,91.6076
437.7620,91.8588
439.6905,92.1746
441.6189,92.5311
443.5474,92.8914
445.4759,93.2137
447.4043,93.4656
449.3328,93.6364
451.2613,93.7426
453.1897,93.8226
455.1182,93.9225
457.0467,94.0731
458.9751,94.268
460.9036,94.4635
462.8321,94.6057
464.7605,94.6645
466.6890,94.6498
468.6175,94.6057
470.5459,94.5856
472.4744,94.6199
474.4029,94.6968
476.3313,94.7726
478.2598,94.8046
480.1883,94.7781
482.1167,94.7106
484.0452,94.6368
485.9737,94.5851
487.9021,94.562
489.8306,94.5506
491.7591,94.5239
493.6875,94.4613
495.6160,94.3584
497.5445,94.2272
499.4729,94.0893
501.4014,93.9663
503.3299,93.8698
505.2583,93.7963
507.1868,93.7299
509.1153,93.6514
511.0437,93.549
512.9722,93.424
514.9007,93.2892
516.8292,93.161
518.7576,93.0506
520.6861,92.9587
522.6146,92.8782
524.5430,92.801
526.4715,92.7226
528.4000,92.6424
530.3284,92.561
532.2569,92.4779
534.1854,92.3918
536.1138,92.3027
538.0423,92.2125
539.9708,92.1244
541.8992,92.0405
543.8277,91.9621
545.7562,91.8909
547.6846,91.8313
549.6131,91.7897
551.5416,91.7702
553.4700,91.7702
555.3985,91.7782
557.3270,91.7773
559.2554,91.7521
561.1839,91.6962
563.1124,91.6136
565.0408,91.5155
566.9693,91.4125
568.8978,91.3078
570.8262,91.1972
572.7547,91.0737
574.6832,90.9349
576.6116,90.788
578.5401,90.648
580.4686,90.5313
582.3970,90.4478
584.3255,90.3975
586.2540,90.373
588.1824,90.3664
590.1109,90.3746
592.0394,90.4
593.9678,90.4466
595.8963,90.5152
