TITLE SAMPLE NAME:,Polyethylene High Density (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,90.7332
401.1211,91.4263
403.0496,92.1456
404.9781,92.7691
406.9065,93.226
408.8350,93.4762
410.7635,93.4959
412.6919,93.2859
414.6204,92.8988
416.5489,92.4594
418.4773,92.1381
420.4058,92.0619
422.3343,92.234
424.2627,92.5521
426.1912,92.8928
428.1197,93.1731
430.0481,93.3621
431.9766,93.468
433.9051,93.5186
435.8335,93.5472
437.7620,93.5852
439.6905,93.6625
441.6189,93.8042
443.5474,94.0192
445.4759,94.2862
447.4043,94.5546
449.3328,94.7678
451.2613,94.894
453.1897,94.9457
455.1182,94.9756
457.0467,95.0462
458.9751,95.1863
460.9036,95.3662
462.8321,95.5193
464.7605,95.5893
466.6890,95.5656
468.6175,95.4879
470.5459,95.4234
472.4744,95.4271
474.4029,95.5095
476.3313,95.6365
478.2598,95.7575
480.1883,95.8367
482.1167,95.866
484.0452,95.8607
485.9737,95.8461
487.9021,95.8435
489.8306,95.8595
491.7591,95.8836
493.6875,95.8932
495.6160,95.8633
497.5445,95.7801
499.4729,95.6507
501.4014,95.5033
503.3299,95.3736
505.2583,95.2844
507.1868,95.2313
509.1153,95.1863
511.0437,95.1175
512.9722,95.0111
514.9007,94.8814
516.8292,94.7643
518.7576,94.6966
520.6861,94.6953
522.6146,94.7488
524.5430,94.8272
526.4715,94.9001
528.4000,94.9502
530.3284,94.976
532.2569,94.9851
534.1854,94.9839
536.1138,94.973
538.0423,94.9474
539.9708,94.9026
541.8992,94.8401
543.8277,94.7694
545.7562,94.7063
547.6846,94.6669
549.6131,94.6622
551.5416,94.695
553.4700,94.7589
555.3985,94.8403
557.3270,94.9218
559.2554,94.9867
561.1839,95.0233
563.1124,95.0276
565.0408,95.0026
566.9693,94.9554
568.8978,94.8927
570.8262,94.8198
572.7547,94.7412
574.6832,94.6639
576.6116,94.5973
578.5401,94.5508
580.4686,94.5282
582.3970,94.5249
584.3255,94.5289
586.2540,94.5276
588.1824,94.5139
590.1109,94.489
592.0394,94.4596
593.9678,94.4333
