TITLE SAMPLE NAME:,Polyethylene High Density (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,92.3332
401.1211,92.4603
403.0496,92.5603
404.9781,92.6309
406.9065,92.6788
408.8350,92.7037
410.7635,92.6906
412.6919,92.6142
414.6204,92.4544
416.5489,92.2183
418.4773,91.9532
420.4058,91.7268
422.3343,91.5842
424.2627,91.526
426.1912,91.5249
428.1197,91.5543
430.0481,91.6038
431.9766,91.6793
433.9051,91.7948
435.8335,91.9632
437.7620,92.1896
439.6905,92.4706
441.6189,92.7945
443.5474,93.1384
445.4759,93.4682
447.4043,93.747
449.3328,93.9493
451.2613,94.0721
453.1897,94.1371
455.1182,94.1827
457.0467,94.246
458.9751,94.3416
460.9036,94.4522
462.8321,94.5429
464.7605,94.5867
466.6890,94.581
468.6175,94.5485
470.5459,94.5229
472.4744,94.5285
474.4029,94.5654
476.3313,94.6136
478.2598,94.6496
480.1883,94.6612
482.1167,94.6493
484.0452,94.6194
485.9737,94.573
487.9021,94.505
489.8306,94.4089
491.7591,94.2852
493.6875,94.1434
495.6160,93.9987
497.5445,93.8644
499.4729,93.7462
501.4014,93.6413
503.3299,93.5425
505.2583,93.4429
507.1868,93.3397
509.1153,93.2342
511.0437,93.1297
512.9722,93.0289
514.9007,92.9319
516.8292,92.8358
518.7576,92.7366
520.6861,92.6321
522.6146,92.5252
524.5430,92.4237
526.4715,92.3371
528.4000,92.2703
530.3284,92.2198
532.2569,92.1745
534.1854,92.1203
536.1138,92.0475
538.0423,91.9544
539.9708,91.8476
541.8992,91.7386
543.8277,91.6391
545.7562,91.5578
547.6846,91.4992
549.6131,91.4617
551.5416,91.4376
553.4700,91.4128
555.3985,91.3713
557.3270,91.3005
559.2554,91.1983
561.1839,91.0742
563.1124,90.9452
565.0408,90.826
566.9693,90.7196
568.8978,90.6137
570.8262,90.4865
572.7547,90.3182
574.6832,90.1033
576.6116,89.8562
578.5401,89.6081
580.4686,89.396
582.3970,89.2495
584.3255,89.1819
586.2540,89.1891
588.1824,89.256
590.1109,89.3635
592.0394,89.4957
593.9678,89.6418
