TITLE SAMPLE NAME:,Polyethylene High Density (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,89.2751
401.1211,89.4202
403.0496,89.6442
404.9781,89.8961
406.9065,90.118
408.8350,90.256
410.7635,90.2691
412.6919,90.1401
414.6204,89.8878
416.5489,89.5763
418.4773,89.3021
420.4058,89.1469
422.3343,89.1288
424.2627,89.2044
426.1912,89.3111
428.1197,89.4039
430.0481,89.4681
431.9766,89.5167
433.9051,89.5807
435.8335,89.6949
437.7620,89.883
439.6905,90.1462
441.6189,90.4599
443.5474,90.7789
445.4759,91.0505
447.4043,91.2355
449.3328,91.3233
451.2613,91.3353
453.1897,91.3162
455.1182,91.3164
457.0467,91.369
458.9751,91.4707
460.9036,91.5829
462.8321,91.6594
464.7605,91.6766
466.6890,91.6471
468.6175,91.61
470.5459,91.607
472.4744,91.6564
474.4029,91.7406
476.3313,91.821
478.2598,91.8653
480.1883,91.8655
482.1167,91.8351
484.0452,91.7938
485.9737,91.752
487.9021,91.7052
489.8306,91.6406
491.7591,91.5495
493.6875,91.4347
495.6160,91.3084
497.5445,91.1855
499.4729,91.0754
501.4014,90.9793
503.3299,90.8916
505.2583,90.804
507.1868,90.7096
509.1153,90.6055
511.0437,90.4915
512.9722,90.3699
514.9007,90.2435
516.8292,90.1155
518.7576,89.9894
520.6861,89.8701
522.6146,89.764
524.5430,89.6775
526.4715,89.6134
528.4000,89.5688
530.3284,89.5338
532.2569,89.4946
534.1854,89.4386
536.1138,89.3583
538.0423,89.2527
539.9708,89.1267
541.8992,88.9898
543.8277,88.8554
545.7562,88.7375
547.6846,88.6469
549.6131,88.5839
551.5416,88.5347
553.4700,88.473
555.3985,88.3694
557.3270,88.2056
559.2554,87.9839
561.1839,87.7284
563.1124,87.4747
565.0408,87.2521
566.9693,87.0674
568.8978,86.8975
570.8262,86.6966
572.7547,86.4174
574.6832,86.0368
576.6116,85.5752
578.5401,85.0987
580.4686,84.699
582.3970,84.4591
584.3255,84.4206
586.2540,84.5694
588.1824,84.8454
590.1109,85.1713
592.0394,85.4855
593.9678,85.763
595.8963,86.0168
