TITLE SAMPLE NAME:,Polyethylene High Density (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,99.3806
401.1211,99.6751
403.0496,99.9981
404.9781,100.246
406.9065,100.372
408.8350,100.369
410.7635,100.241
412.6919,100.001
414.6204,99.6711
416.5489,99.308
418.4773,98.9955
420.4058,98.8092
422.3343,98.7695
424.2627,98.8388
426.1912,98.9579
428.1197,99.0809
430.0481,99.1864
431.9766,99.2732
433.9051,99.3511
435.8335,99.4314
437.7620,99.5225
439.6905,99.6287
441.6189,99.752
443.5474,99.8898
445.4759,100.033
447.4043,100.166
449.3328,100.275
451.2613,100.353
453.1897,100.407
455.1182,100.455
457.0467,100.513
458.9751,100.585
460.9036,100.656
462.8321,100.705
464.7605,100.72
466.6890,100.705
468.6175,100.682
470.5459,100.675
472.4744,100.697
474.4029,100.741
476.3313,100.783
478.2598,100.8
480.1883,100.781
482.1167,100.73
484.0452,100.661
485.9737,100.596
487.9021,100.55
489.8306,100.53
491.7591,100.53
493.6875,100.532
495.6160,100.516
497.5445,100.464
499.4729,100.373
501.4014,100.258
503.3299,100.143
505.2583,100.047
507.1868,99.9756
509.1153,99.9185
511.0437,99.8572
512.9722,99.7781
514.9007,99.681
516.8292,99.5783
518.7576,99.4877
520.6861,99.423
522.6146,99.3877
524.5430,99.3748
526.4715,99.371
528.4000,99.3627
530.3284,99.3397
532.2569,99.2985
534.1854,99.2429
536.1138,99.1816
538.0423,99.1242
539.9708,99.077
541.8992,99.0411
543.8277,99.0149
545.7562,98.9971
547.6846,98.9892
549.6131,98.9945
551.5416,99.0154
553.4700,99.0493
555.3985,99.0896
557.3270,99.1275
559.2554,99.1553
561.1839,99.1677
563.1124,99.162
565.0408,99.1367
566.9693,99.0922
568.8978,99.0309
570.8262,98.9582
572.7547,98.8822
574.6832,98.8114
576.6116,98.7522
578.5401,98.7074
580.4686,98.6754
582.3970,98.6515
584.3255,98.631
586.2540,98.6106
588.1824,98.5899
590.1109,98.5697
592.0394,98.5507
593.9678,98.5327
595.8963,98.514
597.8248,98.4929
599.7532,98.468
601.6817,98.439
