TITLE SAMPLE NAME:,Polyethylene High Density (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,94.7016
401.1211,95.2872
403.0496,95.8398
404.9781,96.2798
406.9065,96.5872
408.8350,96.7576
410.7635,96.7765
412.6919,96.6275
414.6204,96.3255
416.5489,95.9526
418.4773,95.651
420.4058,95.5492
422.3343,95.6757
424.2627,95.9541
426.1912,96.2723
428.1197,96.5435
430.0481,96.7274
431.9766,96.8245
433.9051,96.8629
435.8335,96.8828
437.7620,96.9238
439.6905,97.0168
441.6189,97.1798
443.5474,97.4103
445.4759,97.6808
447.4043,97.9442
449.3328,98.1544
451.2613,98.2892
453.1897,98.3646
455.1182,98.4287
457.0467,98.5352
458.9751,98.7047
460.9036,98.9044
462.8321,99.0685
464.7605,99.1429
466.6890,99.119
468.6175,99.0399
470.5459,98.977
472.4744,98.9878
474.4029,99.079
476.3313,99.2043
478.2598,99.299
480.1883,99.3195
482.1167,99.2632
484.0452,99.164
485.9737,99.0711
487.9021,99.0231
489.8306,99.0296
491.7591,99.0694
493.6875,99.1039
495.6160,99.0973
497.5445,99.0338
499.4729,98.9249
501.4014,98.8037
503.3299,98.7068
505.2583,98.6529
507.1868,98.632
509.1153,98.6135
511.0437,98.5669
512.9722,98.4809
514.9007,98.3709
516.8292,98.2711
518.7576,98.2152
520.6861,98.2176
522.6146,98.2675
524.5430,98.3362
526.4715,98.3941
528.4000,98.4241
530.3284,98.4254
532.2569,98.4084
534.1854,98.3845
536.1138,98.3573
538.0423,98.3208
539.9708,98.2651
541.8992,98.1867
543.8277,98.096
545.7562,98.0173
547.6846,97.9784
549.6131,97.9972
551.5416,98.0715
553.4700,98.1791
555.3985,98.2889
557.3270,98.374
559.2554,98.4216
561.1839,98.4324
563.1124,98.4146
565.0408,98.3751
566.9693,98.3164
568.8978,98.2379
570.8262,98.1406
572.7547,98.0319
574.6832,97.9255
576.6116,97.8383
578.5401,97.7829
580.4686,97.7618
582.3970,97.766
584.3255,97.7788
586.2540,97.7839
588.1824,97.7728
590.1109,97.7475
592.0394,97.7181
593.9678,97.6964
