TITLE SAMPLE NAME:,Polyethylene High Density (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,90.3024
401.1211,91.4305
403.0496,92.6788
404.9781,93.756
406.9065,94.5007
408.8350,94.8781
410.7635,94.9333
412.6919,94.7501
414.6204,94.4392
416.5489,94.1418
418.4773,94.0094
420.4058,94.1341
422.3343,94.4846
424.2627,94.9277
426.1912,95.3136
428.1197,95.5458
430.0481,95.6081
431.9766,95.5564
433.9051,95.4857
435.8335,95.4816
437.7620,95.5813
439.6905,95.77
441.6189,96.0085
443.5474,96.2625
445.4759,96.5083
447.4043,96.7233
449.3328,96.8824
451.2613,96.9723
453.1897,97.0121
455.1182,97.0584
457.0467,97.1791
458.9751,97.4036
460.9036,97.6914
462.8321,97.9554
464.7605,98.1203
466.6890,98.1693
468.6175,98.1498
470.5459,98.1418
472.4744,98.2068
474.4029,98.3496
476.3313,98.5236
478.2598,98.6702
480.1883,98.7584
482.1167,98.7966
484.0452,98.8197
485.9737,98.8631
487.9021,98.9406
489.8306,99.036
491.7591,99.1124
493.6875,99.131
495.6160,99.0717
497.5445,98.945
499.4729,98.7913
501.4014,98.6647
503.3299,98.6063
505.2583,98.621
507.1868,98.6744
509.1153,98.7134
511.0437,98.6976
512.9722,98.6211
514.9007,98.5137
516.8292,98.4235
518.7576,98.3897
520.6861,98.4233
522.6146,98.5057
524.5430,98.603
526.4715,98.6851
528.4000,98.7358
530.3284,98.7536
532.2569,98.7453
534.1854,98.7207
536.1138,98.6891
538.0423,98.6576
539.9708,98.6321
541.8992,98.6172
543.8277,98.6186
545.7562,98.6446
547.6846,98.7062
549.6131,98.8137
551.5416,98.9718
553.4700,99.1749
555.3985,99.4073
557.3270,99.6476
559.2554,99.8739
561.1839,100.068
563.1124,100.218
565.0408,100.317
566.9693,100.371
568.8978,100.4
570.8262,100.442
572.7547,100.543
574.6832,100.737
576.6116,101.028
578.5401,101.37
580.4686,101.68
582.3970,101.865
584.3255,101.863
586.2540,101.678
588.1824,101.371
590.1109,101.033
592.0394,100.739
593.9678,100.517
595.8963,100.349
597.8248,100.188
