TITLE SAMPLE NAME:,Polyethylene Low Density (bags, packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,103.482
400.1569,103.201
401.1211,102.765
402.0854,102.316
403.0496,101.942
404.0138,101.669
404.9781,101.483
405.9423,101.347
406.9065,101.237
407.8708,101.158
408.8350,101.134
409.7992,101.178
410.7635,101.266
411.7277,101.336
412.6919,101.332
413.6562,101.24
414.6204,101.108
415.5846,101.02
416.5489,101.062
417.5131,101.267
418.4773,101.55
419.4416,101.726
420.4058,101.676
421.3700,101.444
422.3343,101.157
423.2985,100.912
424.2627,100.749
425.2270,100.658
426.1912,100.6
427.1554,100.544
428.1197,100.478
429.0839,100.419
430.0481,100.393
431.0124,100.417
431.9766,100.487
432.9408,100.572
433.9051,100.63
434.8693,100.623
435.8335,100.537
436.7978,100.384
437.7620,100.204
438.7262,100.04
439.6905,99.9302
440.6547,99.8947
441.6189,99.9337
442.5832,100.027
443.5474,100.14
444.5116,100.23
445.4759,100.262
446.4401,100.214
447.4043,100.086
448.3686,99.8996
449.3328,99.6974
450.2970,99.5327
451.2613,99.4508
452.2255,99.4678
453.1897,99.5626
454.1540,99.6879
455.1182,99.7918
456.0824,99.8407
457.0467,99.8325
458.0109,99.7935
458.9751,99.7556
459.9394,99.7286
460.9036,99.6956
461.8678,99.6313
462.8321,99.5245
463.7963,99.3881
464.7605,99.2567
465.7248,99.1684
466.6890,99.1436
467.6532,99.1733
468.6175,99.2286
469.5817,99.2808
470.5459,99.3177
471.5102,99.3481
472.4744,99.3887
473.4386,99.4447
474.4029,99.5007
475.3671,99.5311
476.3313,99.5197
477.2956,99.4709
478.2598,99.4081
479.2240,99.3609
480.1883,99.3496
481.1525,99.3739
482.1167,99.4161
483.0810,99.4527
484.0452,99.4698
485.0094,99.4692
485.9737,99.4627
486.9379,99.4598
487.9021,99.4594
488.8664,99.4524
489.8306,99.4293
490.7948,99.388
491.7591,99.3347
492.7233,99.2789
493.6875,99.2278
494.6518,99.1841
495.6160,99.1501
496.5802,99.1319
497.5445,99.1392
498.5087,99.1793
499.4729,99.2496
500.4372,99.334
501.4014,99.4072
502.3656,99.4469
503.3299,99.4454
504.2941,99.4123
505.2583,99.3665
506.2226,99.3257
507.1868,99.3
508.1510,99.2916
509.1153,99.2972
510.0795,99.3108
511.0437,99.3258
512.0080,99.3365
512.9722,99.3396
513.9365,99.3358
514.9007,99.3296
515.8649,99.3259
516.8292,99.3264
517.7934,99.3274
518.7576,99.3223
519.7219,99.3076
520.6861,99.2862
521.6503,99.2649
522.6146,99.2491
523.5788,99.2388
524.5430,99.2294
525.5073,99.2161
526.4715,99.1992
527.4357,99.1852
528.4000,99.1821
529.3642,99.1933
530.3284,99.2153
531.2927,99.2408
532.2569,99.2628
533.2211,99.2785
534.1854,99.2892
535.1496,99.2964
536.1138,99.299
537.0781,99.2929
538.0423,99.2744
539.0065,99.2445
539.9708,99.2107
540.9350,99.1844
541.8992,99.1757
542.8635,99.189
543.8277,99.2206
544.7919,99.2614
545.7562,99.3007
546.7204,99.3311
547.6846,99.3501
548.6489,99.3591
549.6131,99.3605
550.5773,99.3564
551.5416,99.3489
552.5058,99.3413
553.4700,99.3381
554.4343,99.3416
555.3985,99.3492
556.3627,99.3532
557.3270,99.3451
558.2912,99.3217
559.2554,99.2888
560.2197,99.2589
561.1839,99.2442
562.1481,99.2501
563.1124,99.2729
564.0766,99.3027
565.0408,99.3297
566.0051,99.3488
566.9693,99.3607
567.9335,99.3701
568.8978,99.3824
569.8620,99.4002
570.8262,99.421
571.7905,99.4375
572.7547,99.4403
573.7189,99.4228
574.6832,99.3858
575.6474,99.3397
576.6116,99.3011
577.5759,99.2844
578.5401,99.2948
579.5043,99.3258
580.4686,99.3638
581.4328,99.395
582.3970,99.4109
583.3613,99.4101
584.3255,99.3958
585.2897,99.3728
586.2540,99.3459
587.2182,99.319
588.1824,99.2956
589.1467,99.2779
590.1109,99.2668
591.0751,99.2622
592.0394,99.2637
593.0036,99.2713
593.9678,99.2854
594.9321,99.3054
595.8963,99.3288
596.8605,99.352
597.8248,99.3714
598.7890,99.3839
599.7532,99.3878
600.7175,99.3818
601.6817,99.3657
602.6459,99.3411
603.6102,99.3121
604.5744,99.2852
