TITLE SAMPLE NAME:,Polyethylene Low Density (bags, packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,98.2178
400.1569,99.2881
401.1211,100.102
402.0854,100.634
403.0496,100.989
404.0138,101.28
404.9781,101.563
405.9423,101.825
406.9065,102.008
407.8708,102.073
408.8350,102.037
409.7992,101.972
410.7635,101.947
411.7277,101.964
412.6919,101.933
413.6562,101.724
414.6204,101.243
415.5846,100.493
416.5489,99.6128
417.5131,98.8797
418.4773,98.5976
419.4416,98.8448
420.4058,99.354
421.3700,99.7658
422.3343,99.9164
423.2985,99.8612
424.2627,99.7571
425.2270,99.7489
426.1912,99.8986
427.1554,100.171
428.1197,100.476
429.0839,100.732
430.0481,100.904
431.0124,101.003
431.9766,101.067
432.9408,101.126
433.9051,101.186
434.8693,101.225
435.8335,101.204
436.7978,101.09
437.7620,100.874
438.7262,100.585
439.6905,100.288
440.6547,100.067
441.6189,100.001
442.5832,100.13
443.5474,100.432
444.5116,100.827
445.4759,101.211
446.4401,101.504
447.4043,101.673
448.3686,101.729
449.3328,101.703
450.2970,101.631
451.2613,101.533
452.2255,101.409
453.1897,101.245
454.1540,101.038
455.1182,100.806
456.0824,100.608
457.0467,100.523
458.0109,100.62
458.9751,100.899
459.9394,101.29
460.9036,101.693
461.8678,102.025
462.8321,102.247
463.7963,102.351
464.7605,102.349
465.7248,102.263
466.6890,102.112
467.6532,101.909
468.6175,101.668
469.5817,101.42
470.5459,101.219
471.5102,101.134
472.4744,101.218
473.4386,101.471
474.4029,101.829
475.3671,102.202
476.3313,102.519
477.2956,102.74
478.2598,102.862
479.2240,102.891
480.1883,102.843
481.1525,102.738
482.1167,102.611
483.0810,102.513
484.0452,102.493
485.0094,102.568
485.9737,102.705
486.9379,102.83
487.9021,102.874
488.8664,102.809
489.8306,102.663
490.7948,102.507
491.7591,102.42
492.7233,102.445
493.6875,102.568
494.6518,102.726
495.6160,102.846
496.5802,102.875
497.5445,102.8
498.5087,102.646
499.4729,102.458
500.4372,102.285
501.4014,102.163
502.3656,102.101
503.3299,102.089
504.2941,102.109
505.2583,102.145
506.2226,102.197
507.1868,102.27
508.1510,102.372
509.1153,102.499
510.0795,102.634
511.0437,102.746
512.0080,102.798
512.9722,102.754
513.9365,102.594
514.9007,102.332
515.8649,102.023
516.8292,101.76
517.7934,101.637
518.7576,101.696
519.7219,101.9
520.6861,102.153
521.6503,102.352
522.6146,102.436
523.5788,102.412
524.5430,102.338
525.5073,102.292
526.4715,102.329
527.4357,102.451
528.4000,102.614
529.3642,102.761
530.3284,102.849
531.2927,102.867
532.2569,102.833
533.2211,102.773
534.1854,102.716
535.1496,102.68
536.1138,102.672
537.0781,102.687
538.0423,102.719
539.0065,102.758
539.9708,102.794
540.9350,102.816
541.8992,102.818
542.8635,102.793
543.8277,102.743
544.7919,102.677
545.7562,102.616
546.7204,102.581
547.6846,102.589
548.6489,102.644
549.6131,102.734
550.5773,102.84
551.5416,102.946
552.5058,103.047
553.4700,103.152
554.4343,103.27
555.3985,103.405
556.3627,103.548
557.3270,103.678
558.2912,103.777
559.2554,103.832
560.2197,103.847
561.1839,103.829
562.1481,103.784
563.1124,103.712
564.0766,103.615
565.0408,103.494
566.0051,103.366
566.9693,103.252
567.9335,103.172
568.8978,103.133
569.8620,103.119
570.8262,103.105
571.7905,103.069
572.7547,103.001
573.7189,102.91
574.6832,102.815
575.6474,102.732
576.6116,102.668
577.5759,102.618
578.5401,102.575
579.5043,102.535
580.4686,102.506
581.4328,102.497
582.3970,102.519
583.3613,102.574
584.3255,102.65
585.2897,102.729
586.2540,102.785
587.2182,102.798
588.1824,102.759
589.1467,102.676
590.1109,102.575
591.0751,102.495
592.0394,102.467
593.0036,102.503
593.9678,102.584
594.9321,102.671
595.8963,102.726
596.8605,102.732
597.8248,102.701
598.7890,102.663
599.7532,102.654
600.7175,102.69
601.6817,102.764
602.6459,102.849
603.6102,102.919
604.5744,102.958
605.5386,102.963
606.5029,102.945
607.4671,102.92
608.4313,102.906
609.3956,102.912
610.3598,102.935
611.3240,102.949
612.2883,102.918
613.2525,102.807
614.2167,102.611
615.1810,102.368
616.1452,102.152
617.1094,102.043
618.0737,102.084
619.0379,102.253
620.0021,102.473
