TITLE SAMPLE NAME:,Polyethylene Low Density (bags, packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,96.6232
400.1569,96.7199
401.1211,97.0962
402.0854,97.6018
403.0496,98.0938
404.0138,98.4594
404.9781,98.6248
405.9423,98.5673
406.9065,98.3183
407.8708,97.9441
408.8350,97.5171
409.7992,97.1037
410.7635,96.768
411.7277,96.5701
412.6919,96.5431
413.6562,96.6727
414.6204,96.9005
415.5846,97.1467
416.5489,97.3356
417.5131,97.4254
418.4773,97.4413
419.4416,97.4631
420.4058,97.5371
421.3700,97.6229
422.3343,97.6424
423.2985,97.5461
424.2627,97.3399
425.2270,97.0789
426.1912,96.8397
427.1554,96.6827
428.1197,96.6323
429.0839,96.6833
430.0481,96.8184
431.0124,97.0162
431.9766,97.2464
432.9408,97.4654
433.9051,97.6253
434.8693,97.6943
435.8335,97.6757
436.7978,97.6049
437.7620,97.5253
438.7262,97.4609
439.6905,97.4104
440.6547,97.3614
441.6189,97.3088
442.5832,97.2608
443.5474,97.2275
444.5116,97.2043
445.4759,97.1705
446.4401,97.1087
447.4043,97.0253
448.3686,96.9546
449.3328,96.9418
450.2970,97.0162
451.2613,97.1691
452.2255,97.3513
453.1897,97.494
454.1540,97.5389
455.1182,97.462
456.0824,97.2856
457.0467,97.0784
458.0109,96.9337
458.9751,96.9236
459.9394,97.0581
460.9036,97.2876
461.8678,97.5371
462.8321,97.7392
463.7963,97.8503
464.7605,97.858
465.7248,97.7825
466.6890,97.6681
467.6532,97.5665
468.6175,97.5191
469.5817,97.5465
470.5459,97.6443
471.5102,97.7817
472.4744,97.9103
473.4386,97.9857
474.4029,97.9918
475.3671,97.948
476.3313,97.8965
477.2956,97.8832
478.2598,97.9421
479.2240,98.0838
480.1883,98.2914
481.1525,98.525
482.1167,98.7344
483.0810,98.8777
484.0452,98.9377
485.0094,98.9292
485.9737,98.8874
486.9379,98.8441
487.9021,98.8086
488.8664,98.7678
489.8306,98.7022
490.7948,98.6079
491.7591,98.5096
492.7233,98.4534
493.6875,98.4803
494.6518,98.5997
495.6160,98.7808
496.5802,98.9673
497.5445,99.104
498.5087,99.1579
499.4729,99.1263
500.4372,99.0293
501.4014,98.8969
502.3656,98.7568
503.3299,98.6303
504.2941,98.5358
505.2583,98.4914
506.2226,98.5114
507.1868,98.5953
508.1510,98.7216
509.1153,98.8525
510.0795,98.9529
511.0437,99.009
512.0080,99.032
512.9722,99.0441
513.9365,99.0595
514.9007,99.0735
515.8649,99.0685
516.8292,99.031
517.7934,98.9681
518.7576,98.9059
519.7219,98.8688
520.6861,98.8594
521.6503,98.858
522.6146,98.8394
523.5788,98.7916
524.5430,98.7267
525.5073,98.6747
526.4715,98.6649
527.4357,98.7061
528.4000,98.7822
529.3642,98.8643
530.3284,98.9263
531.2927,98.9527
532.2569,98.9385
533.2211,98.8859
534.1854,98.8033
535.1496,98.7064
536.1138,98.6183
537.0781,98.5648
538.0423,98.5656
539.0065,98.6245
539.9708,98.7266
540.9350,98.8426
541.8992,98.9405
542.8635,98.9971
543.8277,99.005
544.7919,98.9728
545.7562,98.9206
546.7204,98.8721
547.6846,98.8478
548.6489,98.8595
549.6131,98.9073
550.5773,98.9801
551.5416,99.0599
552.5058,99.1288
553.4700,99.1758
554.4343,99.2002
555.3985,99.2095
556.3627,99.2128
557.3270,99.2155
558.2912,99.218
559.2554,99.2189
560.2197,99.2201
561.1839,99.2272
562.1481,99.2461
563.1124,99.2772
564.0766,99.3135
565.0408,99.3431
566.0051,99.3553
566.9693,99.3465
567.9335,99.3223
568.8978,99.2953
569.8620,99.2791
570.8262,99.2831
571.7905,99.3093
572.7547,99.3523
573.7189,99.4011
574.6832,99.442
575.6474,99.4624
576.6116,99.4552
577.5759,99.422
578.5401,99.3727
579.5043,99.3225
580.4686,99.2861
581.4328,99.2728
582.3970,99.2827
583.3613,99.3077
584.3255,99.3358
585.2897,99.3583
586.2540,99.3741
587.2182,99.3893
588.1824,99.4118
589.1467,99.4445
590.1109,99.4808
591.0751,99.5072
592.0394,99.5107
593.0036,99.4877
593.9678,99.4464
594.9321,99.403
595.8963,99.3721
596.8605,99.3608
597.8248,99.3665
598.7890,99.3802
599.7532,99.392
600.7175,99.397
