TITLE SAMPLE NAME:,Polyethylene Terephthalate (bottles, containers)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,85.5456
400.1569,85.9623
401.1211,86.1694
402.0854,86.2513
403.0496,86.2939
404.0138,86.3642
404.9781,86.5048
405.9423,86.7295
406.9065,87.0204
407.8708,87.3386
408.8350,87.641
409.7992,87.8902
410.7635,88.0537
411.7277,88.1034
412.6919,88.0232
413.6562,87.8187
414.6204,87.5209
415.5846,87.1857
416.5489,86.8954
417.5131,86.7468
418.4773,86.7891
419.4416,86.9399
420.4058,87.0264
421.3700,86.9388
422.3343,86.6848
423.2985,86.334
424.2627,85.964
425.2270,85.6347
426.1912,85.3767
427.1554,85.1905
428.1197,85.0591
429.0839,84.9628
430.0481,84.8886
431.0124,84.8321
431.9766,84.7974
432.9408,84.798
433.9051,84.8558
434.8693,84.9937
435.8335,85.2237
436.7978,85.5381
437.7620,85.9144
438.7262,86.3272
439.6905,86.7573
440.6547,87.1899
441.6189,87.6081
442.5832,87.9928
443.5474,88.3308
444.5116,88.6248
445.4759,88.8896
446.4401,89.1398
447.4043,89.3792
448.3686,89.6026
449.3328,89.8028
450.2970,89.9745
451.2613,90.1101
452.2255,90.195
453.1897,90.2118
454.1540,90.1536
455.1182,90.0399
456.0824,89.9215
457.0467,89.8633
458.0109,89.9054
458.9751,90.0293
459.9394,90.1695
460.9036,90.2626
461.8678,90.2834
462.8321,90.244
463.7963,90.1735
464.7605,90.0969
465.7248,90.0256
466.6890,89.9592
467.6532,89.8959
468.6175,89.8402
469.5817,89.8034
470.5459,89.7958
471.5102,89.817
472.4744,89.8513
473.4386,89.8733
474.4029,89.8637
475.3671,89.8189
476.3313,89.75
477.2956,89.6736
478.2598,89.6029
479.2240,89.5432
480.1883,89.4924
481.1525,89.4462
482.1167,89.4033
483.0810,89.3661
484.0452,89.3348
485.0094,89.3017
485.9737,89.2508
486.9379,89.1655
487.9021,89.0383
488.8664,88.8746
489.8306,88.6891
490.7948,88.4998
491.7591,88.3202
492.7233,88.1546
493.6875,87.9984
494.6518,87.84
495.6160,87.666
496.5802,87.465
497.5445,87.2335
498.5087,86.9817
499.4729,86.7357
500.4372,86.5334
501.4014,86.4109
502.3656,86.3869
503.3299,86.4587
504.2941,86.6144
505.2583,86.8502
506.2226,87.1754
507.1868,87.5986
508.1510,88.1068
509.1153,88.6546
510.0795,89.1738
511.0437,89.6008
512.0080,89.8997
512.9722,90.0696
513.9365,90.1367
514.9007,90.1408
515.8649,90.123
516.8292,90.1189
517.7934,90.1503
518.7576,90.2202
519.7219,90.3119
520.6861,90.3997
521.6503,90.4614
522.6146,90.4886
523.5788,90.4894
524.5430,90.4854
525.5073,90.5031
526.4715,90.5618
527.4357,90.6644
528.4000,90.7997
529.3642,90.9514
530.3284,91.1054
531.2927,91.2514
532.2569,91.3806
533.2211,91.4851
534.1854,91.5618
535.1496,91.6162
536.1138,91.6625
537.0781,91.7173
538.0423,91.7899
539.0065,91.8755
539.9708,91.9573
540.9350,92.0155
541.8992,92.0392
542.8635,92.0319
543.8277,92.0092
544.7919,91.9894
545.7562,91.9843
546.7204,91.9951
547.6846,92.0159
548.6489,92.0412
549.6131,92.0709
550.5773,92.1087
551.5416,92.1562
552.5058,92.2082
553.4700,92.2525
554.4343,92.2771
555.3985,92.2785
556.3627,92.2658
557.3270,92.2574
558.2912,92.2706
559.2554,92.3125
560.2197,92.3758
561.1839,92.4429
562.1481,92.4941
563.1124,92.5155
564.0766,92.5027
565.0408,92.46
566.0051,92.3978
566.9693,92.3304
567.9335,92.2733
568.8978,92.24
569.8620,92.2359
570.8262,92.2556
571.7905,92.2835
572.7547,92.301
573.7189,92.2948
574.6832,92.2632
575.6474,92.2178
576.6116,92.177
577.5759,92.1562
578.5401,92.1594
579.5043,92.1783
580.4686,92.1982
581.4328,92.2065
582.3970,92.199
583.3613,92.1803
584.3255,92.1599
585.2897,92.1448
586.2540,92.1355
587.2182,92.1252
588.1824,92.1053
589.1467,92.0708
590.1109,92.0246
591.0751,91.9774
592.0394,91.9423
593.0036,91.9271
593.9678,91.9285
594.9321,91.9344
595.8963,91.9308
596.8605,91.9094
597.8248,91.8719
598.7890,91.8285
599.7532,91.7915
600.7175,91.7685
