TITLE SAMPLE NAME:,Polyethylene Terephthalate (bottles, containers)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,82.2713
400.1569,82.841
401.1211,83.2506
402.0854,83.5181
403.0496,83.6973
404.0138,83.8459
404.9781,84.0057
405.9423,84.1887
406.9065,84.3709
407.8708,84.5067
408.8350,84.5552
409.7992,84.5037
410.7635,84.3735
411.7277,84.2052
412.6919,84.0314
413.6562,83.8564
414.6204,83.6565
415.5846,83.397
416.5489,83.0592
417.5131,82.6746
418.4773,82.3422
419.4416,82.166
420.4058,82.1426
421.3700,82.1645
422.3343,82.1228
423.2985,81.9655
424.2627,81.6944
425.2270,81.347
426.1912,80.971
427.1554,80.6006
428.1197,80.2449
429.0839,79.8973
430.0481,79.554
431.0124,79.2276
431.9766,78.9474
432.9408,78.7514
433.9051,78.675
434.8693,78.7449
435.8335,78.9752
436.7978,79.3641
437.7620,79.8942
438.7262,80.5348
439.6905,81.2447
440.6547,81.9716
441.6189,82.6556
442.5832,83.245
443.5474,83.7203
444.5116,84.1062
445.4759,84.4526
446.4401,84.7981
447.4043,85.1469
448.3686,85.4732
449.3328,85.7442
450.2970,85.9432
451.2613,86.0796
452.2255,86.1796
453.1897,86.2686
454.1540,86.357
455.1182,86.4389
456.0824,86.5002
457.0467,86.5301
458.0109,86.5299
458.9751,86.5127
459.9394,86.4931
460.9036,86.4769
461.8678,86.4605
462.8321,86.4362
463.7963,86.3992
464.7605,86.3513
465.7248,86.3003
466.6890,86.2549
467.6532,86.218
468.6175,86.1834
469.5817,86.1383
470.5459,86.0705
471.5102,85.9766
472.4744,85.8668
473.4386,85.7606
474.4029,85.676
475.3671,85.6203
476.3313,85.5898
477.2956,85.5735
478.2598,85.5565
479.2240,85.5227
480.1883,85.4582
481.1525,85.3563
482.1167,85.2224
483.0810,85.0744
484.0452,84.9354
485.0094,84.8205
485.9737,84.7245
486.9379,84.6232
487.9021,84.4855
488.8664,84.2902
489.8306,84.0356
490.7948,83.7393
491.7591,83.427
492.7233,83.1156
493.6875,82.8031
494.6518,82.4734
495.6160,82.1127
496.5802,81.7234
497.5445,81.3273
498.5087,80.9569
499.4729,80.6432
500.4372,80.405
501.4014,80.247
502.3656,80.1677
503.3299,80.1731
504.2941,80.2869
505.2583,80.5467
506.2226,80.9855
507.1868,81.6081
508.1510,82.3745
509.1153,83.2034
510.0795,83.9975
511.0437,84.6775
512.0080,85.2027
512.9722,85.5713
513.9365,85.8068
514.9007,85.9432
515.8649,86.0163
516.8292,86.0596
517.7934,86.1019
518.7576,86.1619
519.7219,86.2442
520.6861,86.3397
521.6503,86.433
522.6146,86.5101
523.5788,86.5654
524.5430,86.605
525.5073,86.6471
526.4715,86.7148
527.4357,86.8246
528.4000,86.9776
529.3642,87.1606
530.3284,87.3541
531.2927,87.542
532.2569,87.7166
533.2211,87.8804
534.1854,88.0411
535.1496,88.2052
536.1138,88.3727
537.0781,88.5368
538.0423,88.6892
539.0065,88.825
539.9708,88.9455
540.9350,89.0558
541.8992,89.1607
542.8635,89.2612
543.8277,89.3558
544.7919,89.4431
545.7562,89.5246
546.7204,89.6048
547.6846,89.6887
548.6489,89.7781
549.6131,89.8704
550.5773,89.9593
551.5416,90.0378
552.5058,90.1009
553.4700,90.147
554.4343,90.1778
555.3985,90.1973
556.3627,90.2099
557.3270,90.219
558.2912,90.2264
559.2554,90.2326
560.2197,90.2389
561.1839,90.2477
562.1481,90.2625
563.1124,90.2853
564.0766,90.3143
565.0408,90.3431
566.0051,90.3624
566.9693,90.3639
567.9335,90.3439
568.8978,90.3058
569.8620,90.2581
570.8262,90.2112
571.7905,90.1728
572.7547,90.1471
573.7189,90.1344
574.6832,90.1335
575.6474,90.1419
576.6116,90.1578
577.5759,90.1791
578.5401,90.2042
579.5043,90.2302
580.4686,90.2536
581.4328,90.2699
582.3970,90.2754
583.3613,90.2685
584.3255,90.2509
585.2897,90.2257
586.2540,90.196
587.2182,90.1634
588.1824,90.1277
589.1467,90.0894
590.1109,90.0499
591.0751,90.0122
592.0394,89.9789
593.0036,89.9496
593.9678,89.9216
594.9321,89.8914
595.8963,89.8579
596.8605,89.8232
597.8248,89.7905
598.7890,89.7616
599.7532,89.734
600.7175,89.7027
