TITLE SAMPLE NAME:,Polyethylene Terephthalate (bottles, containers)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,84.9352
400.1569,85.4748
401.1211,85.7615
402.0854,85.834
403.0496,85.7782
404.0138,85.6834
404.9781,85.6135
405.9423,85.5918
406.9065,85.6049
407.8708,85.6268
408.8350,85.6475
409.7992,85.6787
410.7635,85.7341
411.7277,85.8026
412.6919,85.8429
413.6562,85.8073
414.6204,85.669
415.5846,85.4365
416.5489,85.1543
417.5131,84.8963
418.4773,84.733
419.4416,84.6723
420.4058,84.6465
421.3700,84.5795
422.3343,84.4434
423.2985,84.2542
424.2627,84.0473
425.2270,83.8583
426.1912,83.7081
427.1554,83.5966
428.1197,83.5047
429.0839,83.4039
430.0481,83.2688
431.0124,83.0888
431.9766,82.8788
432.9408,82.6816
433.9051,82.558
434.8693,82.5637
435.8335,82.7223
436.7978,83.0112
437.7620,83.3741
438.7262,83.7533
439.6905,84.1178
440.6547,84.4704
441.6189,84.833
442.5832,85.2231
443.5474,85.6357
444.5116,86.0428
445.4759,86.411
446.4401,86.7198
447.4043,86.967
448.3686,87.1614
449.3328,87.3114
450.2970,87.4193
451.2613,87.4827
452.2255,87.5017
453.1897,87.4849
454.1540,87.4504
455.1182,87.4204
456.0824,87.4127
457.0467,87.4319
458.0109,87.4663
458.9751,87.4942
459.9394,87.499
460.9036,87.479
461.8678,87.4447
462.8321,87.4101
463.7963,87.3856
464.7605,87.3744
465.7248,87.3723
466.6890,87.3696
467.6532,87.3563
468.6175,87.3257
469.5817,87.2769
470.5459,87.2159
471.5102,87.1543
472.4744,87.1049
473.4386,87.0734
474.4029,87.0536
475.3671,87.0291
476.3313,86.9824
477.2956,86.9038
478.2598,86.7971
479.2240,86.6791
480.1883,86.5725
481.1525,86.495
482.1167,86.4504
483.0810,86.4259
484.0452,86.3978
485.0094,86.3417
485.9737,86.2432
486.9379,86.1017
487.9021,85.9276
488.8664,85.7358
489.8306,85.5397
490.7948,85.3462
491.7591,85.152
492.7233,84.9452
493.6875,84.7114
494.6518,84.445
495.6160,84.154
496.5802,83.8584
497.5445,83.5806
498.5087,83.3373
499.4729,83.1362
500.4372,82.9792
501.4014,82.8704
502.3656,82.8225
503.3299,82.8566
504.2941,82.9967
505.2583,83.2598
506.2226,83.6468
507.1868,84.1367
508.1510,84.6865
509.1153,85.2411
510.0795,85.7493
511.0437,86.1777
512.0080,86.5135
512.9722,86.7563
513.9365,86.9103
514.9007,86.9808
515.8649,86.9799
516.8292,86.9336
517.7934,86.8806
518.7576,86.8591
519.7219,86.8867
520.6861,86.9533
521.6503,87.0315
522.6146,87.0963
523.5788,87.1395
524.5430,87.1735
525.5073,87.2234
526.4715,87.3099
527.4357,87.4348
528.4000,87.5805
529.3642,87.7222
530.3284,87.841
531.2927,87.9313
532.2569,87.9996
533.2211,88.0596
534.1854,88.1254
535.1496,88.2057
536.1138,88.301
537.0781,88.4031
538.0423,88.499
539.0065,88.5758
539.9708,88.6265
540.9350,88.6535
541.8992,88.6677
542.8635,88.6834
543.8277,88.7122
544.7919,88.7583
545.7562,88.8186
546.7204,88.8862
547.6846,88.9551
548.6489,89.0234
549.6131,89.0919
550.5773,89.1615
551.5416,89.2299
552.5058,89.2916
553.4700,89.3407
554.4343,89.3743
555.3985,89.3948
556.3627,89.409
557.3270,89.4245
558.2912,89.4451
559.2554,89.4689
560.2197,89.4892
561.1839,89.4979
562.1481,89.4897
563.1124,89.465
564.0766,89.4298
565.0408,89.3938
566.0051,89.3676
566.9693,89.3587
567.9335,89.3689
568.8978,89.392
569.8620,89.4166
570.8262,89.4304
571.7905,89.4271
572.7547,89.4093
573.7189,89.3872
574.6832,89.3737
575.6474,89.3769
576.6116,89.3956
577.5759,89.4198
578.5401,89.4366
579.5043,89.4372
580.4686,89.4209
581.4328,89.3943
582.3970,89.3673
583.3613,89.3483
584.3255,89.3407
585.2897,89.3423
586.2540,89.3465
587.2182,89.3456
588.1824,89.3342
589.1467,89.3117
590.1109,89.2829
591.0751,89.2555
592.0394,89.2359
593.0036,89.2249
593.9678,89.2174
594.9321,89.2068
595.8963,89.1896
596.8605,89.1677
597.8248,89.1466
598.7890,89.1297
599.7532,89.1146
600.7175,89.0938
