TITLE SAMPLE NAME:,Polypropylene (medicine containers, plastics caps, containers, makeup packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,97.3116
400.1569,97.9196
401.1211,98.6171
402.0854,99.2136
403.0496,99.618
404.0138,99.8156
404.9781,99.8465
405.9423,99.7835
406.9065,99.7008
407.8708,99.6382
408.8350,99.5882
409.7992,99.5154
410.7635,99.3935
411.7277,99.2318
412.6919,99.069
413.6562,98.9379
414.6204,98.8354
415.5846,98.7176
416.5489,98.5208
417.5131,98.2085
418.4773,97.8329
419.4416,97.5353
420.4058,97.4334
421.3700,97.5296
422.3343,97.75
423.2985,98.0172
424.2627,98.2795
425.2270,98.5092
426.1912,98.694
427.1554,98.8286
428.1197,98.9086
429.0839,98.9284
430.0481,98.8849
431.0124,98.783
431.9766,98.6398
432.9408,98.4837
433.9051,98.3462
434.8693,98.2531
435.8335,98.2166
436.7978,98.2328
437.7620,98.2861
438.7262,98.3571
439.6905,98.4284
440.6547,98.485
441.6189,98.513
442.5832,98.5001
443.5474,98.4411
444.5116,98.3432
445.4759,98.2235
446.4401,98.1009
447.4043,97.9872
448.3686,97.8851
449.3328,97.7914
450.2970,97.6996
451.2613,97.6013
452.2255,97.4836
453.1897,97.3282
454.1540,97.1174
455.1182,96.847
456.0824,96.543
457.0467,96.271
458.0109,96.1193
458.9751,96.1516
459.9394,96.3681
460.9036,96.7123
461.8678,97.1091
462.8321,97.496
463.7963,97.832
464.7605,98.0946
465.7248,98.2749
466.6890,98.3732
467.6532,98.396
468.6175,98.3553
469.5817,98.2712
470.5459,98.176
471.5102,98.1106
472.4744,98.1093
473.4386,98.1808
474.4029,98.304
475.3671,98.4448
476.3313,98.5774
477.2956,98.6928
478.2598,98.7918
479.2240,98.8736
480.1883,98.9298
481.1525,98.9485
482.1167,98.9265
483.0810,98.877
484.0452,98.8252
485.0094,98.7925
485.9737,98.7808
486.9379,98.7718
487.9021,98.7426
488.8664,98.6837
489.8306,98.6089
490.7948,98.5498
491.7591,98.5397
492.7233,98.5947
493.6875,98.7041
494.6518,98.8365
495.6160,98.9548
496.5802,99.0302
497.5445,99.049
498.5087,99.0125
499.4729,98.9343
500.4372,98.8362
501.4014,98.7422
502.3656,98.6709
503.3299,98.6276
504.2941,98.6046
505.2583,98.5887
506.2226,98.5723
507.1868,98.5596
508.1510,98.564
509.1153,98.5979
510.0795,98.6607
511.0437,98.7328
512.0080,98.7821
512.9722,98.7769
513.9365,98.701
514.9007,98.5631
515.8649,98.3972
516.8292,98.2525
517.7934,98.1729
518.7576,98.1744
519.7219,98.2371
520.6861,98.3175
521.6503,98.373
522.6146,98.3816
523.5788,98.3483
524.5430,98.3007
525.5073,98.2743
526.4715,98.293
527.4357,98.3556
528.4000,98.4393
529.3642,98.5156
530.3284,98.5653
531.2927,98.5841
532.2569,98.5792
533.2211,98.5628
534.1854,98.5466
535.1496,98.5402
536.1138,98.5514
537.0781,98.5846
538.0423,98.638
539.0065,98.7014
539.9708,98.7575
540.9350,98.7901
541.8992,98.7912
542.8635,98.7659
543.8277,98.7291
544.7919,98.6975
545.7562,98.6817
546.7204,98.683
547.6846,98.6959
548.6489,98.7139
549.6131,98.7348
550.5773,98.7602
551.5416,98.7925
552.5058,98.8305
553.4700,98.869
554.4343,98.9011
555.3985,98.9219
556.3627,98.9327
557.3270,98.9401
558.2912,98.9523
559.2554,98.9732
560.2197,98.9983
561.1839,99.0148
562.1481,99.0067
563.1124,98.9622
564.0766,98.881
565.0408,98.7765
566.0051,98.6723
566.9693,98.5931
567.9335,98.5545
568.8978,98.5549
569.8620,98.5763
570.8262,98.5933
571.7905,98.5856
572.7547,98.5475
573.7189,98.4886
574.6832,98.4282
575.6474,98.3841
576.6116,98.3639
577.5759,98.3614
578.5401,98.3615
579.5043,98.3484
580.4686,98.313
581.4328,98.2568
582.3970,98.1905
583.3613,98.1295
584.3255,98.0882
585.2897,98.0736
586.2540,98.0828
587.2182,98.1035
588.1824,98.1206
589.1467,98.1235
590.1109,98.1127
591.0751,98.0996
592.0394,98.0994
593.0036,98.1207
593.9678,98.1591
594.9321,98.2003
595.8963,98.2309
596.8605,98.2479
597.8248,98.2616
598.7890,98.2887
599.7532,98.3419
600.7175,98.4223
