TITLE SAMPLE NAME:,Polypropylene (medicine containers, plastics caps, containers, makeup packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,93.9595
400.1569,94.2925
401.1211,94.9729
402.0854,95.775
403.0496,96.5079
404.0138,97.0434
404.9781,97.3238
405.9423,97.3636
406.9065,97.2345
407.8708,97.0282
408.8350,96.8228
409.7992,96.6741
410.7635,96.6227
411.7277,96.6924
412.6919,96.8732
413.6562,97.1082
414.6204,97.3028
415.5846,97.3473
416.5489,97.1545
417.5131,96.7287
418.4773,96.2421
419.4416,95.9724
420.4058,96.0671
421.3700,96.4343
422.3343,96.8798
423.2985,97.2508
424.2627,97.4776
425.2270,97.565
426.1912,97.5654
427.1554,97.5402
428.1197,97.5246
429.0839,97.5155
430.0481,97.4844
431.0124,97.403
431.9766,97.2654
432.9408,97.0973
433.9051,96.9489
434.8693,96.874
435.8335,96.9051
436.7978,97.0372
437.7620,97.2295
438.7262,97.4252
439.6905,97.5749
440.6547,97.6491
441.6189,97.64
442.5832,97.5566
443.5474,97.4188
444.5116,97.2516
445.4759,97.0809
446.4401,96.9279
447.4043,96.8052
448.3686,96.7138
449.3328,96.6453
450.2970,96.5887
451.2613,96.5387
452.2255,96.4972
453.1897,96.4656
454.1540,96.4337
455.1182,96.3745
456.0824,96.2555
457.0467,96.0657
458.0109,95.8433
458.9751,95.6698
459.9394,95.6236
460.9036,95.7333
461.8678,95.9703
462.8321,96.2703
463.7963,96.5604
464.7605,96.7829
465.7248,96.913
466.6890,96.9633
467.6532,96.97
468.6175,96.9696
469.5817,96.9848
470.5459,97.0242
471.5102,97.0909
472.4744,97.1876
473.4386,97.3131
474.4029,97.4546
475.3671,97.5863
476.3313,97.679
477.2956,97.7141
478.2598,97.6948
479.2240,97.646
480.1883,97.603
481.1525,97.5938
482.1167,97.6269
483.0810,97.6905
484.0452,97.7638
485.0094,97.8311
485.9737,97.8884
486.9379,97.9395
487.9021,97.9866
488.8664,98.0249
489.8306,98.0439
490.7948,98.0342
491.7591,97.9949
492.7233,97.9369
493.6875,97.8802
494.6518,97.8457
495.6160,97.8463
496.5802,97.8828
497.5445,97.9443
498.5087,98.0126
499.4729,98.0692
500.4372,98.1019
501.4014,98.1089
502.3656,98.0976
503.3299,98.0777
504.2941,98.0548
505.2583,98.0293
506.2226,98.0002
507.1868,97.9711
508.1510,97.9515
509.1153,97.9521
510.0795,97.9771
511.0437,98.0193
512.0080,98.0615
512.9722,98.0825
513.9365,98.0652
514.9007,98.0024
515.8649,97.9019
516.8292,97.7875
517.7934,97.6935
518.7576,97.651
519.7219,97.6715
520.6861,97.7408
521.6503,97.8268
522.6146,97.8939
523.5788,97.9163
524.5430,97.8881
525.5073,97.8256
526.4715,97.7599
527.4357,97.7199
528.4000,97.7176
529.3642,97.7461
530.3284,97.7889
531.2927,97.8303
532.2569,97.8619
533.2211,97.8822
534.1854,97.8931
535.1496,97.8964
536.1138,97.893
537.0781,97.8854
538.0423,97.8794
539.0065,97.8835
539.9708,97.9052
540.9350,97.9461
541.8992,98.0002
542.8635,98.0559
543.8277,98.1011
544.7919,98.1294
545.7562,98.1431
546.7204,98.1509
547.6846,98.1629
548.6489,98.1829
549.6131,98.2065
550.5773,98.2237
551.5416,98.2259
552.5058,98.2122
553.4700,98.1903
554.4343,98.1723
555.3985,98.1677
556.3627,98.1781
557.3270,98.1978
558.2912,98.2188
559.2554,98.2362
560.2197,98.2508
561.1839,98.265
562.1481,98.2782
563.1124,98.2845
564.0766,98.2752
565.0408,98.2449
566.0051,98.1962
566.9693,98.1402
567.9335,98.0917
568.8978,98.0609
569.8620,98.0494
570.8262,98.0503
571.7905,98.0533
572.7547,98.0506
573.7189,98.0394
574.6832,98.0219
575.6474,98.0022
576.6116,97.9842
577.5759,97.9694
578.5401,97.9567
579.5043,97.9433
580.4686,97.9255
581.4328,97.9008
582.3970,97.8701
583.3613,97.8385
584.3255,97.814
585.2897,97.8036
586.2540,97.8098
587.2182,97.8284
588.1824,97.8508
589.1467,97.8681
590.1109,97.8755
591.0751,97.8742
592.0394,97.8699
593.0036,97.8689
593.9678,97.8746
594.9321,97.8872
595.8963,97.9059
596.8605,97.9318
597.8248,97.968
598.7890,98.0178
599.7532,98.0814
