TITLE SAMPLE NAME:,Polyvinyl Chloride (pipe pieces)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,85.3448
401.1211,85.5293
403.0496,85.8728
404.9781,86.3336
406.9065,86.827
408.8350,87.2357
410.7635,87.4208
412.6919,87.2613
414.6204,86.7321
416.5489,85.9797
418.4773,85.306
420.4058,85.0074
422.3343,85.1921
424.2627,85.7543
426.1912,86.4959
428.1197,87.2467
430.0481,87.9121
431.9766,88.467
433.9051,88.933
435.8335,89.3553
437.7620,89.7824
439.6905,90.2457
441.6189,90.7409
443.5474,91.2204
445.4759,91.6123
447.4043,91.8609
449.3328,91.9623
451.2613,91.9681
453.1897,91.9603
455.1182,92.014
457.0467,92.1602
458.9751,92.3672
460.9036,92.5599
462.8321,92.67
464.7605,92.6783
466.6890,92.6242
468.6175,92.582
470.5459,92.6175
472.4744,92.7438
474.4029,92.909
476.3313,93.0331
478.2598,93.0659
480.1883,93.017
482.1167,92.9404
484.0452,92.8929
485.9737,92.8954
487.9021,92.9216
489.8306,92.9164
491.7591,92.8281
493.6875,92.6335
495.6160,92.3454
497.5445,92.006
499.4729,91.6735
501.4014,91.4021
503.3299,91.2173
505.2583,91.0974
507.1868,90.9777
509.1153,90.7811
511.0437,90.4579
512.9722,90.0125
514.9007,89.5004
516.8292,88.9999
518.7576,88.574
520.6861,88.243
522.6146,87.9835
524.5430,87.7516
526.4715,87.511
528.4000,87.2494
530.3284,86.9778
532.2569,86.7172
534.1854,86.4846
536.1138,86.286
538.0423,86.1184
539.9708,85.9785
541.8992,85.8714
543.8277,85.8125
545.7562,85.823
547.6846,85.9197
549.6131,86.1064
551.5416,86.3708
553.4700,86.6888
555.3985,87.033
557.3270,87.3822
559.2554,87.7273
561.1839,88.0713
563.1124,88.4223
565.0408,88.7838
566.9693,89.1469
568.8978,89.4924
570.8262,89.8019
572.7547,90.0719
574.6832,90.32
576.6116,90.576
578.5401,90.864
580.4686,91.1853
582.3970,91.5159
584.3255,91.8206
586.2540,92.0758
588.1824,92.2847
590.1109,92.4768
592.0394,92.6902
593.9678,92.9514
595.8963,93.2634
