TITLE SAMPLE NAME:,Polyvinyl Chloride (pipe pieces)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,101.536
401.1211,100.134
403.0496,99.0177
404.9781,98.3817
406.9065,98.2263
408.8350,98.3912
410.7635,98.6173
412.6919,98.6262
414.6204,98.221
416.5489,97.3905
418.4773,96.3512
420.4058,95.4434
422.3343,94.9252
424.2627,94.8469
426.1912,95.0937
428.1197,95.4988
430.0481,95.926
431.9766,96.3006
433.9051,96.6116
435.8335,96.8963
437.7620,97.2135
439.6905,97.6085
441.6189,98.0805
443.5474,98.567
445.4759,98.9604
447.4043,99.1577
449.3328,99.1188
451.2613,98.8952
453.1897,98.6161
455.1182,98.4336
457.0467,98.4454
458.9751,98.6329
460.9036,98.8694
462.8321,99.0008
464.7605,98.9373
466.6890,98.6912
468.6175,98.3554
470.5459,98.0452
472.4744,97.8331
474.4029,97.7086
476.3313,97.5879
478.2598,97.3625
480.1883,96.9554
482.1167,96.3596
484.0452,95.652
485.9737,94.9749
487.9021,94.4839
489.8306,94.279
491.7591,94.3552
493.6875,94.6013
495.6160,94.8486
497.5445,94.9468
499.4729,94.8299
501.4014,94.5411
503.3299,94.2018
505.2583,93.9403
507.1868,93.8235
509.1153,93.8319
511.0437,93.8861
512.9722,93.9001
514.9007,93.826
516.8292,93.6726
518.7576,93.4914
520.6861,93.3436
522.6146,93.2682
524.5430,93.2671
526.4715,93.3103
528.4000,93.3539
530.3284,93.3588
532.2569,93.3037
534.1854,93.1896
536.1138,93.0348
538.0423,92.8656
539.9708,92.7047
541.8992,92.5644
543.8277,92.4473
545.7562,92.3518
547.6846,92.2788
549.6131,92.2324
551.5416,92.2137
553.4700,92.2118
555.3985,92.1986
557.3270,92.1348
559.2554,91.9851
561.1839,91.7349
563.1124,91.3975
565.0408,91.0091
566.9693,90.6116
568.8978,90.2352
570.8262,89.8866
572.7547,89.5512
574.6832,89.2047
576.6116,88.8277
578.5401,88.4165
580.4686,87.9824
582.3970,87.5417
584.3255,87.1009
586.2540,86.6459
588.1824,86.1411
590.1109,85.5378
592.0394,84.7888
593.9678,83.8626
