TITLE SAMPLE NAME:,Polyvinyl Chloride (pipe pieces)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,79.814
401.1211,79.5505
403.0496,79.4142
404.9781,79.4203
406.9065,79.5216
408.8350,79.6273
410.7635,79.6168
412.6919,79.3741
414.6204,78.8549
416.5489,78.158
418.4773,77.5228
420.4058,77.1987
422.3343,77.2845
424.2627,77.6973
426.1912,78.2729
428.1197,78.874
430.0481,79.4357
431.9766,79.9589
433.9051,80.4792
435.8335,81.0319
437.7620,81.6281
439.6905,82.2463
441.6189,82.8379
443.5474,83.3419
445.4759,83.7089
447.4043,83.9239
449.3328,84.0134
451.2613,84.0309
453.1897,84.0338
455.1182,84.0632
457.0467,84.1304
458.9751,84.2148
460.9036,84.2783
462.8321,84.2907
464.7605,84.2495
466.6890,84.184
468.6175,84.1417
470.5459,84.1612
472.4744,84.2431
474.4029,84.3428
476.3313,84.3999
478.2598,84.3813
480.1883,84.3015
482.1167,84.2068
484.0452,84.1392
485.9737,84.1053
487.9021,84.071
489.8306,83.9827
491.7591,83.7998
493.6875,83.5137
495.6160,83.1487
497.5445,82.7487
499.4729,82.3611
501.4014,82.0209
503.3299,81.7359
505.2583,81.4792
507.1868,81.1961
509.1153,80.828
511.0437,80.3403
512.9722,79.7388
514.9007,79.0677
516.8292,78.3899
518.7576,77.7598
520.6861,77.2038
522.6146,76.7161
524.5430,76.2718
526.4715,75.8453
528.4000,75.4235
530.3284,75.0087
532.2569,74.6139
534.1854,74.2551
536.1138,73.9459
538.0423,73.6945
539.9708,73.5065
541.8992,73.3888
543.8277,73.3516
545.7562,73.407
547.6846,73.5632
549.6131,73.8183
551.5416,74.1573
553.4700,74.5569
555.3985,74.9939
557.3270,75.455
559.2554,75.9409
561.1839,76.4613
563.1124,77.0232
565.0408,77.6192
566.9693,78.2231
568.8978,78.7982
570.8262,79.3153
572.7547,79.769
574.6832,80.1814
576.6116,80.5886
578.5401,81.0193
580.4686,81.4754
582.3970,81.9312
584.3255,82.3478
586.2540,82.698
588.1824,82.9817
590.1109,83.2265
592.0394,83.4711
593.9678,83.7453
