TITLE SAMPLE NAME:,Polyvinyl Chloride (pipe pieces)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,92.5977
401.1211,92.4113
403.0496,92.2195
404.9781,92.1046
406.9065,92.094
408.8350,92.1626
410.7635,92.2501
412.6919,92.2835
414.6204,92.201
416.5489,91.9774
418.4773,91.6435
420.4058,91.2779
422.3343,90.9701
424.2627,90.7824
426.1912,90.7418
428.1197,90.8514
430.0481,91.0995
431.9766,91.4601
433.9051,91.8921
435.8335,92.3485
437.7620,92.7931
439.6905,93.2113
441.6189,93.6045
443.5474,93.9732
445.4759,94.3054
447.4043,94.5799
449.3328,94.7805
451.2613,94.908
453.1897,94.9808
455.1182,95.0264
457.0467,95.0682
458.9751,95.1146
460.9036,95.1581
462.8321,95.1823
464.7605,95.1719
466.6890,95.1171
468.6175,95.0144
470.5459,94.8662
472.4744,94.6816
474.4029,94.4748
476.3313,94.26
478.2598,94.0468
480.1883,93.8384
482.1167,93.6355
484.0452,93.4424
485.9737,93.2707
487.9021,93.1375
489.8306,93.0577
491.7591,93.035
493.6875,93.0578
495.6160,93.1019
497.5445,93.1385
499.4729,93.1439
501.4014,93.1066
503.3299,93.0303
505.2583,92.9298
507.1868,92.8236
509.1153,92.7252
511.0437,92.6388
512.9722,92.559
514.9007,92.4761
516.8292,92.3821
518.7576,92.2766
520.6861,92.1668
522.6146,92.0629
524.5430,91.9705
526.4715,91.8863
528.4000,91.7996
530.3284,91.6987
532.2569,91.5774
534.1854,91.4387
536.1138,91.2923
538.0423,91.1493
539.9708,91.0188
541.8992,90.9056
543.8277,90.8128
545.7562,90.7426
547.6846,90.6964
549.6131,90.6714
551.5416,90.6588
553.4700,90.6435
555.3985,90.6086
557.3270,90.541
559.2554,90.4348
561.1839,90.2915
563.1124,90.1165
565.0408,89.9163
566.9693,89.6968
568.8978,89.4634
570.8262,89.2211
572.7547,88.9732
574.6832,88.7191
576.6116,88.4537
578.5401,88.1692
580.4686,87.8587
582.3970,87.5187
584.3255,87.148
586.2540,86.7428
588.1824,86.2899
590.1109,85.7631
592.0394,85.1265
593.9678,84.3437
