TITLE SAMPLE NAME:,Polyvinyl Chloride (pipe pieces)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,84.069
401.1211,84.6513
403.0496,85.2958
404.9781,86.0172
406.9065,86.7767
408.8350,87.4765
410.7635,87.975
412.6919,88.1369
414.6204,87.9172
416.5489,87.4395
418.4773,86.9815
420.4058,86.8249
422.3343,87.0819
424.2627,87.6681
426.1912,88.4131
428.1197,89.1711
430.0481,89.8641
431.9766,90.4753
433.9051,91.027
435.8335,91.5583
437.7620,92.107
439.6905,92.692
441.6189,93.2981
443.5474,93.8729
445.4759,94.3487
447.4043,94.6816
449.3328,94.8775
451.2613,94.9867
453.1897,95.0742
455.1182,95.1872
457.0467,95.3341
458.9751,95.4854
460.9036,95.5984
462.8321,95.6494
464.7605,95.6492
466.6890,95.6363
468.6175,95.6548
470.5459,95.7257
472.4744,95.8264
474.4029,95.8989
476.3313,95.8878
478.2598,95.7818
480.1883,95.6243
482.1167,95.4884
484.0452,95.4362
485.9737,95.4859
487.9021,95.6052
489.8306,95.7325
491.7591,95.8109
493.6875,95.8145
495.6160,95.7549
497.5445,95.6734
499.4729,95.6231
501.4014,95.6453
503.3299,95.7466
505.2583,95.8885
507.1868,96.0027
509.1153,96.026
511.0437,95.9347
512.9722,95.7572
514.9007,95.559
516.8292,95.4099
518.7576,95.3512
520.6861,95.3806
522.6146,95.4598
524.5430,95.5389
526.4715,95.5783
528.4000,95.5599
530.3284,95.4866
532.2569,95.3739
534.1854,95.24
536.1138,95.0986
538.0423,94.9569
539.9708,94.8191
541.8992,94.692
543.8277,94.5876
545.7562,94.5198
547.6846,94.4975
549.6131,94.5187
551.5416,94.5697
553.4700,94.6298
555.3985,94.6771
557.3270,94.6914
559.2554,94.6557
561.1839,94.5567
563.1124,94.3862
565.0408,94.1426
566.9693,93.8313
568.8978,93.4637
570.8262,93.0558
572.7547,92.6272
574.6832,92.1979
576.6116,91.7828
578.5401,91.3858
580.4686,90.9957
582.3970,90.5891
584.3255,90.1388
586.2540,89.6231
588.1824,89.028
590.1109,88.3405
592.0394,87.5394
593.9678,86.5919
