TITLE SAMPLE NAME:,Polypropylene (medicine containers, plastics caps, containers, makeup packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,94.6158
400.1569,94.3475
401.1211,94.2527
402.0854,94.3408
403.0496,94.5609
404.0138,94.8516
404.9781,95.1621
405.9423,95.457
406.9065,95.7111
407.8708,95.9057
408.8350,96.0295
409.7992,96.0863
410.7635,96.1028
411.7277,96.125
412.6919,96.2012
413.6562,96.3609
414.6204,96.6074
415.5846,96.9202
416.5489,97.253
417.5131,97.527
418.4773,97.6541
419.4416,97.6131
420.4058,97.4898
421.3700,97.3957
422.3343,97.3823
423.2985,97.4374
424.2627,97.5165
425.2270,97.5693
426.1912,97.5611
427.1554,97.4822
428.1197,97.3438
429.0839,97.1663
430.0481,96.9727
431.0124,96.7906
431.9766,96.6544
432.9408,96.6006
433.9051,96.6535
434.8693,96.8084
435.8335,97.0262
436.7978,97.2463
437.7620,97.4144
438.7262,97.5057
439.6905,97.5269
440.6547,97.5026
441.6189,97.4573
442.5832,97.4049
443.5474,97.347
444.5116,97.2814
445.4759,97.2094
446.4401,97.1377
447.4043,97.0745
448.3686,97.0245
449.3328,96.9886
450.2970,96.9676
451.2613,96.9647
452.2255,96.9854
453.1897,97.0296
454.1540,97.0837
455.1182,97.1161
456.0824,97.0848
457.0467,96.9611
458.0109,96.7601
458.9751,96.549
459.9394,96.4117
460.9036,96.3996
461.8678,96.5116
462.8321,96.7068
463.7963,96.9278
464.7605,97.1236
465.7248,97.2688
466.6890,97.3723
467.6532,97.4675
468.6175,97.5885
469.5817,97.7474
470.5459,97.9228
471.5102,98.0662
472.4744,98.1294
473.4386,98.0968
474.4029,97.9969
475.3671,97.881
476.3313,97.7915
477.2956,97.7465
478.2598,97.7427
479.2240,97.7675
480.1883,97.8108
481.1525,97.8673
482.1167,97.9318
483.0810,97.993
484.0452,98.0351
485.0094,98.0473
485.9737,98.034
486.9379,98.0124
487.9021,97.9997
488.8664,98.0011
489.8306,98.0081
490.7948,98.0071
491.7591,97.9916
492.7233,97.9701
493.6875,97.9612
494.6518,97.9808
495.6160,98.0324
496.5802,98.1055
497.5445,98.1827
498.5087,98.2479
499.4729,98.2918
500.4372,98.3145
501.4014,98.3243
502.3656,98.3336
503.3299,98.3515
504.2941,98.3773
505.2583,98.3985
506.2226,98.3972
507.1868,98.3587
508.1510,98.2817
509.1153,98.1801
510.0795,98.0782
511.0437,97.9999
512.0080,97.961
512.9722,97.9663
513.9365,98.0107
514.9007,98.0804
515.8649,98.1538
516.8292,98.2047
517.7934,98.2128
518.7576,98.1764
519.7219,98.1164
520.6861,98.0649
521.6503,98.0469
522.6146,98.0674
523.5788,98.1099
524.5430,98.1448
525.5073,98.1436
526.4715,98.0964
527.4357,98.0168
528.4000,97.9334
529.3642,97.8726
530.3284,97.8481
531.2927,97.8604
532.2569,97.9009
533.2211,97.9577
534.1854,98.0189
535.1496,98.0747
536.1138,98.119
537.0781,98.1503
538.0423,98.1728
539.0065,98.1948
539.9708,98.2242
540.9350,98.2633
541.8992,98.3058
542.8635,98.3397
543.8277,98.3531
544.7919,98.3428
545.7562,98.3173
546.7204,98.2937
547.6846,98.288
548.6489,98.3054
549.6131,98.3377
550.5773,98.3676
551.5416,98.3795
552.5058,98.3676
553.4700,98.3387
554.4343,98.3077
555.3985,98.2885
556.3627,98.2875
557.3270,98.3008
558.2912,98.3182
559.2554,98.33
560.2197,98.3324
561.1839,98.3283
562.1481,98.3255
563.1124,98.3323
564.0766,98.3526
565.0408,98.3843
566.0051,98.419
566.9693,98.445
567.9335,98.4524
568.8978,98.4379
569.8620,98.407
570.8262,98.3706
571.7905,98.3383
572.7547,98.3135
573.7189,98.2931
574.6832,98.2722
575.6474,98.2501
576.6116,98.2326
577.5759,98.2294
578.5401,98.246
579.5043,98.2785
580.4686,98.3141
581.4328,98.337
582.3970,98.3363
583.3613,98.3109
584.3255,98.269
585.2897,98.2235
586.2540,98.1864
587.2182,98.1664
588.1824,98.167
589.1467,98.1864
590.1109,98.2169
591.0751,98.2457
592.0394,98.2592
593.0036,98.2487
593.9678,98.2151
594.9321,98.1673
595.8963,98.1172
596.8605,98.0737
597.8248,98.0399
598.7890,98.0137
599.7532,97.9914
