TITLE SAMPLE NAME:,Polypropylene (medicine containers, plastics caps, containers, makeup packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,103.093
400.1569,103.083
401.1211,102.967
402.0854,102.775
403.0496,102.553
404.0138,102.358
404.9781,102.243
405.9423,102.241
406.9065,102.347
407.8708,102.512
408.8350,102.664
409.7992,102.745
410.7635,102.726
411.7277,102.618
412.6919,102.46
413.6562,102.288
414.6204,102.131
415.5846,102.009
416.5489,101.94
417.5131,101.938
418.4773,101.984
419.4416,102.016
420.4058,101.966
421.3700,101.821
422.3343,101.618
423.2985,101.412
424.2627,101.243
425.2270,101.13
426.1912,101.07
427.1554,101.042
428.1197,101.031
429.0839,101.031
430.0481,101.041
431.0124,101.058
431.9766,101.069
432.9408,101.056
433.9051,101.008
434.8693,100.936
435.8335,100.866
436.7978,100.823
437.7620,100.819
438.7262,100.846
439.6905,100.891
440.6547,100.944
441.6189,101.007
442.5832,101.093
443.5474,101.209
444.5116,101.35
445.4759,101.495
446.4401,101.62
447.4043,101.702
448.3686,101.731
449.3328,101.705
450.2970,101.627
451.2613,101.502
452.2255,101.342
453.1897,101.161
454.1540,100.974
455.1182,100.799
456.0824,100.652
457.0467,100.549
458.0109,100.51
458.9751,100.546
459.9394,100.657
460.9036,100.833
461.8678,101.05
462.8321,101.281
463.7963,101.497
464.7605,101.679
465.7248,101.823
466.6890,101.94
467.6532,102.047
468.6175,102.152
469.5817,102.251
470.5459,102.332
471.5102,102.388
472.4744,102.424
473.4386,102.452
474.4029,102.478
475.3671,102.498
476.3313,102.501
477.2956,102.48
478.2598,102.44
479.2240,102.399
480.1883,102.374
481.1525,102.377
482.1167,102.401
483.0810,102.429
484.0452,102.441
485.0094,102.423
485.9737,102.374
486.9379,102.305
487.9021,102.228
488.8664,102.156
489.8306,102.099
490.7948,102.064
491.7591,102.06
492.7233,102.088
493.6875,102.142
494.6518,102.209
495.6160,102.263
496.5802,102.283
497.5445,102.256
498.5087,102.184
499.4729,102.083
500.4372,101.979
501.4014,101.891
502.3656,101.828
503.3299,101.784
504.2941,101.748
505.2583,101.716
506.2226,101.692
507.1868,101.683
508.1510,101.689
509.1153,101.702
510.0795,101.705
511.0437,101.685
512.0080,101.642
512.9722,101.585
513.9365,101.526
514.9007,101.475
515.8649,101.43
516.8292,101.386
517.7934,101.337
518.7576,101.285
519.7219,101.235
520.6861,101.198
521.6503,101.185
522.6146,101.201
523.5788,101.244
524.5430,101.302
525.5073,101.351
526.4715,101.364
527.4357,101.328
528.4000,101.254
529.3642,101.169
530.3284,101.105
531.2927,101.083
532.2569,101.099
533.2211,101.135
534.1854,101.165
535.1496,101.174
536.1138,101.166
537.0781,101.156
538.0423,101.16
539.0065,101.186
539.9708,101.225
540.9350,101.262
541.8992,101.283
542.8635,101.278
543.8277,101.246
544.7919,101.194
545.7562,101.137
546.7204,101.092
547.6846,101.078
548.6489,101.107
549.6131,101.18
550.5773,101.282
551.5416,101.385
552.5058,101.464
553.4700,101.507
554.4343,101.517
555.3985,101.518
556.3627,101.532
557.3270,101.575
558.2912,101.64
559.2554,101.708
560.2197,101.753
561.1839,101.76
562.1481,101.728
563.1124,101.67
564.0766,101.603
565.0408,101.544
566.0051,101.5
566.9693,101.471
567.9335,101.454
568.8978,101.443
569.8620,101.432
570.8262,101.414
571.7905,101.381
572.7547,101.33
573.7189,101.26
574.6832,101.176
575.6474,101.091
576.6116,101.012
577.5759,100.947
578.5401,100.897
579.5043,100.861
580.4686,100.842
581.4328,100.844
582.3970,100.869
583.3613,100.912
584.3255,100.96
585.2897,100.996
586.2540,101.005
587.2182,100.984
588.1824,100.94
589.1467,100.892
590.1109,100.857
591.0751,100.846
592.0394,100.859
593.0036,100.888
593.9678,100.917
594.9321,100.934
595.8963,100.932
596.8605,100.915
597.8248,100.889
598.7890,100.867
599.7532,100.859
600.7175,100.868
601.6817,100.893
602.6459,100.924
603.6102,100.953
604.5744,100.973
605.5386,100.982
606.5029,100.983
607.4671,100.98
608.4313,100.976
609.3956,100.973
610.3598,100.971
611.3240,100.969
612.2883,100.961
613.2525,100.946
614.2167,100.921
615.1810,100.89
616.1452,100.858
617.1094,100.835
618.0737,100.823
619.0379,100.822
620.0021,100.827
