TITLE SAMPLE NAME:,Polypropylene (medicine containers, plastics caps, containers, makeup packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,93.4453
400.1569,93.4953
401.1211,93.6844
402.0854,93.9971
403.0496,94.383
404.0138,94.7849
404.9781,95.1494
405.9423,95.4336
406.9065,95.616
407.8708,95.7027
408.8350,95.7248
409.7992,95.7287
410.7635,95.7633
411.7277,95.8661
412.6919,96.0526
413.6562,96.3165
414.6204,96.6395
415.5846,96.9986
416.5489,97.3601
417.5131,97.666
418.4773,97.8429
419.4416,97.8578
420.4058,97.7587
421.3700,97.624
422.3343,97.4968
423.2985,97.3817
424.2627,97.2697
425.2270,97.1587
426.1912,97.0567
427.1554,96.9737
428.1197,96.9118
429.0839,96.8625
430.0481,96.814
431.0124,96.7612
431.9766,96.7116
432.9408,96.6809
433.9051,96.6841
434.8693,96.7262
435.8335,96.801
436.7978,96.8969
437.7620,97.0032
438.7262,97.1115
439.6905,97.2112
440.6547,97.2848
441.6189,97.3118
442.5832,97.2795
443.5474,97.1962
444.5116,97.0895
445.4759,96.99
446.4401,96.9114
447.4043,96.8461
448.3686,96.7773
449.3328,96.6947
450.2970,96.6026
451.2613,96.515
452.2255,96.4402
453.1897,96.3684
454.1540,96.2728
455.1182,96.1271
456.0824,95.9297
457.0467,95.7212
458.0109,95.5753
458.9751,95.5547
459.9394,95.6668
460.9036,95.8646
461.8678,96.0856
462.8321,96.286
463.7963,96.4532
464.7605,96.5999
465.7248,96.7493
466.6890,96.9186
467.6532,97.1104
468.6175,97.3145
469.5817,97.5145
470.5459,97.6919
471.5102,97.8266
472.4744,97.9011
473.4386,97.9085
474.4029,97.8601
475.3671,97.7815
476.3313,97.7015
477.2956,97.6416
478.2598,97.6105
479.2240,97.6057
480.1883,97.6194
481.1525,97.6455
482.1167,97.6829
483.0810,97.7315
484.0452,97.7853
485.0094,97.8305
485.9737,97.8516
486.9379,97.8412
487.9021,97.8064
488.8664,97.7643
489.8306,97.7338
490.7948,97.7259
491.7591,97.7392
492.7233,97.7631
493.6875,97.7871
494.6518,97.808
495.6160,97.8297
496.5802,97.8569
497.5445,97.8883
498.5087,97.9166
499.4729,97.9347
500.4372,97.9438
501.4014,97.9561
502.3656,97.9873
503.3299,98.0437
504.2941,98.1136
505.2583,98.1722
506.2226,98.1955
507.1868,98.1738
508.1510,98.1162
509.1153,98.0433
510.0795,97.9749
511.0437,97.9208
512.0080,97.881
512.9722,97.8523
513.9365,97.8331
514.9007,97.8229
515.8649,97.8186
516.8292,97.8113
517.7934,97.7908
518.7576,97.7537
519.7219,97.7085
520.6861,97.6703
521.6503,97.6507
522.6146,97.6497
523.5788,97.6567
524.5430,97.6557
525.5073,97.6345
526.4715,97.5915
527.4357,97.5355
528.4000,97.4788
529.3642,97.4312
530.3284,97.3983
531.2927,97.3844
532.2569,97.3942
533.2211,97.431
534.1854,97.4932
535.1496,97.5716
536.1138,97.652
537.0781,97.7216
538.0423,97.775
539.0065,97.816
539.9708,97.8538
540.9350,97.8949
541.8992,97.9377
542.8635,97.9721
543.8277,97.9863
544.7919,97.975
545.7562,97.9459
546.7204,97.9179
547.6846,97.9116
548.6489,97.9381
549.6131,97.9925
550.5773,98.0564
551.5416,98.1084
552.5058,98.1348
553.4700,98.1356
554.4343,98.1219
555.3985,98.1086
556.3627,98.1062
557.3270,98.1178
558.2912,98.1407
559.2554,98.1708
560.2197,98.2042
561.1839,98.2369
562.1481,98.2631
563.1124,98.2766
564.0766,98.2737
565.0408,98.2563
566.0051,98.2317
566.9693,98.2087
567.9335,98.1931
568.8978,98.1846
569.8620,98.178
570.8262,98.1679
571.7905,98.1524
572.7547,98.1341
573.7189,98.1177
574.6832,98.1073
575.6474,98.1051
576.6116,98.1108
577.5759,98.1234
578.5401,98.1412
579.5043,98.1622
580.4686,98.1838
581.4328,98.2024
582.3970,98.2144
583.3613,98.2174
584.3255,98.2118
585.2897,98.2012
586.2540,98.1911
587.2182,98.1869
588.1824,98.191
589.1467,98.2009
590.1109,98.2101
591.0751,98.211
592.0394,98.1995
593.0036,98.1783
593.9678,98.155
594.9321,98.1376
595.8963,98.1291
596.8605,98.1261
597.8248,98.1215
598.7890,98.1088
599.7532,98.0874
