TITLE SAMPLE NAME:,Polypropylene (medicine containers, plastics caps, containers, makeup packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,92.8886
400.1569,93.7713
401.1211,94.6332
402.0854,95.3449
403.0496,95.8718
404.0138,96.2331
404.9781,96.4669
405.9423,96.6046
406.9065,96.6616
407.8708,96.6475
408.8350,96.5901
409.7992,96.5478
410.7635,96.5871
411.7277,96.7296
412.6919,96.9091
413.6562,96.9838
414.6204,96.7963
415.5846,96.2426
416.5489,95.3393
417.5131,94.2978
418.4773,93.5133
419.4416,93.3158
420.4058,93.6703
421.3700,94.2556
422.3343,94.7816
423.2985,95.1363
424.2627,95.3478
425.2270,95.4993
426.1912,95.6593
427.1554,95.8445
428.1197,96.023
429.0839,96.1435
430.0481,96.1655
431.0124,96.0766
431.9766,95.8991
432.9408,95.6866
433.9051,95.5118
434.8693,95.4425
435.8335,95.5093
436.7978,95.6829
437.7620,95.8821
438.7262,96.0148
439.6905,96.0263
440.6547,95.926
441.6189,95.7792
442.5832,95.6706
443.5474,95.6558
444.5116,95.7322
445.4759,95.8496
446.4401,95.9467
447.4043,95.9814
448.3686,95.9365
449.3328,95.8118
450.2970,95.6155
451.2613,95.3608
452.2255,95.0643
453.1897,94.7423
454.1540,94.4086
455.1182,94.0797
456.0824,93.7871
457.0467,93.5863
458.0109,93.5425
458.9751,93.6919
459.9394,94.0106
460.9036,94.4271
461.8678,94.8609
462.8321,95.2512
463.7963,95.5648
464.7605,95.7906
465.7248,95.9297
466.6890,95.9853
467.6532,95.9606
468.6175,95.8645
469.5817,95.7241
470.5459,95.592
471.5102,95.5354
472.4744,95.6028
473.4386,95.7908
474.4029,96.044
475.3671,96.2926
476.3313,96.4917
477.2956,96.6335
478.2598,96.7315
479.2240,96.7973
480.1883,96.8273
481.1525,96.808
482.1167,96.7363
483.0810,96.6357
484.0452,96.5532
485.0094,96.5336
485.9737,96.5896
486.9379,96.6942
487.9021,96.7996
488.8664,96.866
489.8306,96.8803
490.7948,96.8589
491.7591,96.8353
492.7233,96.8407
493.6875,96.8871
494.6518,96.9609
495.6160,97.0286
496.5802,97.0503
497.5445,96.9958
498.5087,96.8576
499.4729,96.6572
500.4372,96.4415
501.4014,96.2655
502.3656,96.1685
503.3299,96.1576
504.2941,96.2119
505.2583,96.3007
506.2226,96.4016
507.1868,96.504
508.1510,96.602
509.1153,96.6859
510.0795,96.7388
511.0437,96.742
512.0080,96.6807
512.9722,96.5492
513.9365,96.3519
514.9007,96.108
515.8649,95.8553
516.8292,95.6483
517.7934,95.5408
518.7576,95.5568
519.7219,95.6708
520.6861,95.8184
521.6503,95.9313
522.6146,95.97
523.5788,95.9383
524.5430,95.8768
525.5073,95.8393
526.4715,95.8623
527.4357,95.9453
528.4000,96.0572
529.3642,96.1609
530.3284,96.2346
531.2927,96.2772
532.2569,96.3006
533.2211,96.3179
534.1854,96.3352
535.1496,96.3506
536.1138,96.3594
537.0781,96.3606
538.0423,96.3589
539.0065,96.3621
539.9708,96.3749
540.9350,96.3951
541.8992,96.4132
542.8635,96.4172
543.8277,96.4004
544.7919,96.3652
545.7562,96.3236
546.7204,96.2907
547.6846,96.2786
548.6489,96.2919
549.6131,96.3293
550.5773,96.3868
551.5416,96.4606
552.5058,96.546
553.4700,96.6361
554.4343,96.7209
555.3985,96.7901
556.3627,96.8369
557.3270,96.8607
558.2912,96.8669
559.2554,96.8632
560.2197,96.8569
561.1839,96.8521
562.1481,96.848
563.1124,96.8387
564.0766,96.8158
565.0408,96.7723
566.0051,96.7098
566.9693,96.6416
567.9335,96.5887
568.8978,96.569
569.8620,96.5841
570.8262,96.6161
571.7905,96.6364
572.7547,96.6216
573.7189,96.5664
574.6832,96.4869
575.6474,96.411
576.6116,96.3637
577.5759,96.3547
578.5401,96.3778
579.5043,96.4184
580.4686,96.4641
581.4328,96.5097
582.3970,96.557
583.3613,96.6093
584.3255,96.6663
585.2897,96.7216
586.2540,96.7635
587.2182,96.7782
588.1824,96.7568
589.1467,96.7005
590.1109,96.6242
591.0751,96.5533
592.0394,96.5134
593.0036,96.5173
593.9678,96.5571
594.9321,96.6093
595.8963,96.6479
596.8605,96.6587
597.8248,96.6452
598.7890,96.6249
599.7532,96.6173
