TITLE SAMPLE NAME:,Polystyrene (medicine-toys-disposable dishes)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,79.5236
400.1569,80.1993
401.1211,80.9581
402.0854,81.7332
403.0496,82.4584
404.0138,83.0775
404.9781,83.5558
405.9423,83.8905
406.9065,84.1111
407.8708,84.2653
408.8350,84.3989
409.7992,84.5426
410.7635,84.7036
411.7277,84.862
412.6919,84.976
413.6562,85.0001
414.6204,84.9076
415.5846,84.7087
416.5489,84.4625
417.5131,84.2775
418.4773,84.2628
419.4416,84.4273
420.4058,84.6531
421.3700,84.8161
422.3343,84.8866
423.2985,84.9135
424.2627,84.9647
425.2270,85.0774
426.1912,85.2372
427.1554,85.392
428.1197,85.4896
429.0839,85.5091
430.0481,85.4657
431.0124,85.3921
431.9766,85.3162
432.9408,85.2513
433.9051,85.203
434.8693,85.1849
435.8335,85.2235
436.7978,85.3454
437.7620,85.5543
438.7262,85.8177
439.6905,86.0727
440.6547,86.2486
441.6189,86.2974
442.5832,86.2261
443.5474,86.108
444.5116,86.0548
445.4759,86.1571
446.4401,86.4356
447.4043,86.8342
448.3686,87.2509
449.3328,87.5842
450.2970,87.7732
451.2613,87.8143
452.2255,87.7491
453.1897,87.6319
454.1540,87.5034
455.1182,87.3857
456.0824,87.2958
457.0467,87.2593
458.0109,87.3041
458.9751,87.438
459.9394,87.6321
460.9036,87.8353
461.8678,88.0021
462.8321,88.1109
463.7963,88.1653
464.7605,88.1823
465.7248,88.1755
466.6890,88.1427
467.6532,88.0671
468.6175,87.933
469.5817,87.7449
470.5459,87.5392
471.5102,87.3779
472.4744,87.3214
473.4386,87.3931
474.4029,87.5672
475.3671,87.7888
476.3313,88.0055
477.2956,88.1827
478.2598,88.3029
479.2240,88.3576
480.1883,88.3433
481.1525,88.2644
482.1167,88.1392
483.0810,88.0013
484.0452,87.8899
485.0094,87.8312
485.9737,87.8224
486.9379,87.8337
487.9021,87.8265
488.8664,87.7754
489.8306,87.6815
490.7948,87.5714
491.7591,87.4834
492.7233,87.4451
493.6875,87.457
494.6518,87.4908
495.6160,87.5023
496.5802,87.4512
