TITLE SAMPLE NAME:,Polystyrene (medicine-toys-disposable dishes)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,99.5903
400.1569,99.5275
401.1211,99.5608
402.0854,99.6088
403.0496,99.6241
404.0138,99.5888
404.9781,99.5087
405.9423,99.4106
406.9065,99.3377
407.8708,99.3353
408.8350,99.4318
409.7992,99.6236
410.7635,99.8696
411.7277,100.104
412.6919,100.263
413.6562,100.317
414.6204,100.266
415.5846,100.132
416.5489,99.9463
417.5131,99.75
418.4773,99.5991
419.4416,99.5368
420.4058,99.5564
421.3700,99.6107
422.3343,99.6531
423.2985,99.6601
424.2627,99.6308
425.2270,99.5816
426.1912,99.5367
427.1554,99.5143
428.1197,99.5167
429.0839,99.5317
430.0481,99.5444
431.0124,99.55
431.9766,99.5606
432.9408,99.597
433.9051,99.6732
434.8693,99.7816
435.8335,99.8926
436.7978,99.9718
437.7620,100.002
438.7262,99.9901
439.6905,99.9599
440.6547,99.9323
441.6189,99.9153
442.5832,99.9061
443.5474,99.9031
444.5116,99.917
445.4759,99.9673
446.4401,100.067
447.4043,100.21
448.3686,100.367
449.3328,100.495
450.2970,100.556
451.2613,100.53
452.2255,100.424
453.1897,100.264
454.1540,100.091
455.1182,99.9452
456.0824,99.8618
457.0467,99.864
458.0109,99.9508
458.9751,100.094
459.9394,100.252
460.9036,100.395
461.8678,100.513
462.8321,100.61
463.7963,100.694
464.7605,100.763
465.7248,100.804
466.6890,100.802
467.6532,100.752
468.6175,100.664
469.5817,100.567
470.5459,100.494
471.5102,100.474
472.4744,100.511
473.4386,100.582
474.4029,100.649
475.3671,100.684
476.3313,100.677
477.2956,100.634
478.2598,100.566
479.2240,100.481
480.1883,100.382
481.1525,100.269
482.1167,100.148
483.0810,100.033
484.0452,99.9384
485.0094,99.8696
485.9737,99.8187
486.9379,99.7672
487.9021,99.6981
488.8664,99.6065
489.8306,99.5021
490.7948,99.403
491.7591,99.3235
492.7233,99.264
493.6875,99.209
494.6518,99.1375
495.6160,99.036
496.5802,98.9064
497.5445,98.7633
498.5087,98.625
499.4729,98.5038
500.4372,98.3991
