TITLE SAMPLE NAME:,Polystyrene (medicine-toys-disposable dishes)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,91.362
400.1569,92.7079
401.1211,94.1259
402.0854,95.4026
403.0496,96.4363
404.0138,97.1953
404.9781,97.6824
405.9423,97.9179
406.9065,97.9331
407.8708,97.7737
408.8350,97.5067
409.7992,97.2232
410.7635,97.0177
411.7277,96.9407
412.6919,96.9556
413.6562,96.9447
414.6204,96.7663
415.5846,96.3246
416.5489,95.6352
417.5131,94.8787
418.4773,94.3707
419.4416,94.3513
420.4058,94.7656
421.3700,95.3496
422.3343,95.8803
423.2985,96.2772
424.2627,96.5573
425.2270,96.765
426.1912,96.9283
427.1554,97.0527
428.1197,97.1375
429.0839,97.1918
430.0481,97.2328
431.0124,97.2719
431.9766,97.3071
432.9408,97.332
433.9051,97.3544
434.8693,97.4027
435.8335,97.5058
436.7978,97.6597
437.7620,97.8114
438.7262,97.88
439.6905,97.8007
440.6547,97.5638
441.6189,97.2268
442.5832,96.8944
443.5474,96.6715
444.5116,96.6145
445.4759,96.7105
446.4401,96.8937
447.4043,97.0809
448.3686,97.2016
449.3328,97.2165
450.2970,97.1236
451.2613,96.949
452.2255,96.7261
453.1897,96.4734
454.1540,96.1887
455.1182,95.8673
456.0824,95.5334
457.0467,95.2607
458.0109,95.1508
458.9751,95.2708
459.9394,95.6028
460.9036,96.0602
461.8678,96.5469
462.8321,97.0016
463.7963,97.4052
464.7605,97.7614
465.7248,98.0687
466.6890,98.3042
467.6532,98.431
468.6175,98.4244
469.5817,98.3
470.5459,98.1249
471.5102,98.0009
472.4744,98.0158
473.4386,98.1913
474.4029,98.4722
475.3671,98.7683
476.3313,99.0089
477.2956,99.1686
478.2598,99.2584
479.2240,99.2995
480.1883,99.3032
481.1525,99.269
482.1167,99.2009
483.0810,99.1243
484.0452,99.0835
485.0094,99.1156
485.9737,99.2208
486.9379,99.3558
487.9021,99.4584
488.8664,99.484
489.8306,99.4302
490.7948,99.339
491.7591,99.2739
492.7233,99.2859
493.6875,99.386
494.6518,99.541
495.6160,99.6913
496.5802,99.7776
