TITLE SAMPLE NAME:,Polystyrene (medicine-toys-disposable dishes)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,81.0507
400.1569,81.689
401.1211,82.0994
402.0854,82.2834
403.0496,82.292
404.0138,82.1969
404.9781,82.0776
405.9423,82.0045
406.9065,82.0192
407.8708,82.1282
408.8350,82.3163
409.7992,82.5621
410.7635,82.8356
411.7277,83.0814
412.6919,83.2163
413.6562,83.1542
414.6204,82.8434
415.5846,82.2979
416.5489,81.6265
417.5131,81.051
418.4773,80.831
419.4416,81.0545
420.4058,81.523
421.3700,81.9424
422.3343,82.1539
423.2985,82.1657
424.2627,82.0769
425.2270,82.0004
426.1912,82.0083
427.1554,82.1078
428.1197,82.2546
429.0839,82.3894
430.0481,82.4721
431.0124,82.4984
431.9766,82.4983
432.9408,82.519
433.9051,82.5989
434.8693,82.7455
435.8335,82.9266
436.7978,83.0844
437.7620,83.165
438.7262,83.1462
439.6905,83.045
440.6547,82.9076
441.6189,82.7913
442.5832,82.7457
443.5474,82.797
444.5116,82.9387
445.4759,83.135
446.4401,83.3355
447.4043,83.4951
448.3686,83.5908
449.3328,83.6282
450.2970,83.6343
451.2613,83.6353
452.2255,83.6332
453.1897,83.6006
454.1540,83.5005
455.1182,83.3219
456.0824,83.1063
457.0467,82.9444
458.0109,82.9275
458.9751,83.0794
459.9394,83.3337
460.9036,83.5846
461.8678,83.7548
462.8321,83.8259
463.7963,83.8251
464.7605,83.7925
465.7248,83.7492
466.6890,83.6847
467.6532,83.5713
468.6175,83.395
469.5817,83.1799
470.5459,82.9907
471.5102,82.9074
472.4744,82.9786
473.4386,83.1842
474.4029,83.446
475.3671,83.6775
476.3313,83.8314
477.2956,83.9114
478.2598,83.9533
479.2240,83.9946
480.1883,84.0508
481.1525,84.1111
482.1167,84.1519
483.0810,84.1571
484.0452,84.129
485.0094,84.085
485.9737,84.042
486.9379,84.0064
487.9021,83.9734
488.8664,83.9358
489.8306,83.8918
490.7948,83.8481
491.7591,83.8165
492.7233,83.8083
493.6875,83.8277
494.6518,83.8674
495.6160,83.9085
496.5802,83.9247
