TITLE SAMPLE NAME:,Polystyrene (medicine-toys-disposable dishes)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,91.9782
400.1569,92.7525
401.1211,93.112
402.0854,93.202
403.0496,93.207
404.0138,93.2615
404.9781,93.429
405.9423,93.7115
406.9065,94.0736
407.8708,94.467
408.8350,94.8403
409.7992,95.1354
410.7635,95.29
411.7277,95.2619
412.6919,95.0607
413.6562,94.753
414.6204,94.4379
415.5846,94.221
416.5489,94.2012
417.5131,94.4444
418.4773,94.9195
419.4416,95.4659
420.4058,95.8966
421.3700,96.1331
422.3343,96.2
423.2985,96.1498
424.2627,96.0267
425.2270,95.8699
426.1912,95.7253
427.1554,95.6432
428.1197,95.6628
429.0839,95.7941
430.0481,96.0092
431.0124,96.2486
431.9766,96.4437
432.9408,96.5485
433.9051,96.5632
434.8693,96.5338
435.8335,96.5244
436.7978,96.5761
437.7620,96.6805
438.7262,96.785
439.6905,96.8256
440.6547,96.7644
441.6189,96.6144
442.5832,96.4378
443.5474,96.313
444.5116,96.2876
445.4759,96.3541
446.4401,96.4676
447.4043,96.585
448.3686,96.6905
449.3328,96.7939
450.2970,96.9069
451.2613,97.0207
452.2255,97.1022
453.1897,97.1126
454.1540,97.035
455.1182,96.8917
456.0824,96.7422
457.0467,96.6605
458.0109,96.695
458.9751,96.8349
459.9394,97.0163
460.9036,97.1649
461.8678,97.2363
462.8321,97.2277
463.7963,97.1694
464.7605,97.1079
465.7248,97.0849
466.6890,97.1176
467.6532,97.1921
468.6175,97.2727
469.5817,97.3205
470.5459,97.3101
471.5102,97.2386
472.4744,97.1264
473.4386,97.0065
474.4029,96.9094
475.3671,96.8545
476.3313,96.8491
477.2956,96.8914
478.2598,96.9714
479.2240,97.0717
480.1883,97.172
481.1525,97.2554
482.1167,97.3131
483.0810,97.3427
484.0452,97.3423
485.0094,97.306
485.9737,97.2258
486.9379,97.1008
487.9021,96.9447
488.8664,96.788
489.8306,96.6704
490.7948,96.6271
491.7591,96.6709
492.7233,96.783
493.6875,96.9196
494.6518,97.0323
495.6160,97.0891
496.5802,97.0839
497.5445,97.0318
