TITLE SAMPLE NAME:,Polyvinyl Chloride (pipe pieces)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,88.7079
400.1569,89.7045
401.1211,90.5934
402.0854,91.3036
403.0496,91.8227
404.0138,92.1312
404.9781,92.1944
405.9423,92.0095
406.9065,91.6648
407.8708,91.3459
408.8350,91.2624
409.7992,91.5287
410.7635,92.0572
411.7277,92.5386
412.6919,92.5818
413.6562,91.9519
414.6204,90.7132
415.5846,89.1936
416.5489,87.874
417.5131,87.2522
418.4773,87.5858
419.4416,88.5796
420.4058,89.5
421.3700,89.803
422.3343,89.4779
423.2985,88.8416
424.2627,88.2414
425.2270,87.9014
426.1912,87.8805
427.1554,88.104
428.1197,88.4424
429.0839,88.7884
430.0481,89.0896
431.0124,89.3429
431.9766,89.5758
432.9408,89.8293
433.9051,90.1385
434.8693,90.5054
435.8335,90.8771
436.7978,91.1581
437.7620,91.2683
438.7262,91.208
439.6905,91.0792
440.6547,91.0435
441.6189,91.2409
442.5832,91.7061
443.5474,92.3299
444.5116,92.9062
445.4759,93.2504
446.4401,93.3037
447.4043,93.1493
448.3686,92.9497
449.3328,92.8626
450.2970,92.9734
451.2613,93.2613
452.2255,93.6075
453.1897,93.8476
454.1540,93.8461
455.1182,93.5616
456.0824,93.0795
457.0467,92.5938
458.0109,92.324
458.9751,92.396
459.9394,92.7757
460.9036,93.3119
461.8678,93.8351
462.8321,94.2238
463.7963,94.4222
464.7605,94.428
465.7248,94.2706
466.6890,93.9884
467.6532,93.614
468.6175,93.1796
469.5817,92.7346
470.5459,92.3593
471.5102,92.1496
472.4744,92.1673
473.4386,92.3897
474.4029,92.7128
475.3671,93.0141
476.3313,93.2184
477.2956,93.3155
478.2598,93.3316
479.2240,93.2866
480.1883,93.1724
481.1525,92.969
482.1167,92.6847
483.0810,92.3833
484.0452,92.1655
485.0094,92.107
485.9737,92.2022
486.9379,92.3603
487.9021,92.4607
488.8664,92.4213
489.8306,92.2405
490.7948,91.993
491.7591,91.7864
492.7233,91.7056
493.6875,91.7749
494.6518,91.9556
495.6160,92.172
496.5802,92.3443
