TITLE SAMPLE NAME:,Polyvinyl Chloride (pipe pieces)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,84.6834
400.1569,85.9071
401.1211,86.7594
402.0854,87.2849
403.0496,87.5826
404.0138,87.7076
404.9781,87.6649
405.9423,87.4672
406.9065,87.2046
407.8708,87.0594
408.8350,87.233
409.7992,87.817
410.7635,88.6744
411.7277,89.4224
412.6919,89.6032
413.6562,88.9636
414.6204,87.613
415.5846,85.969
416.5489,84.6187
417.5131,84.1474
418.4773,84.824
419.4416,86.2381
420.4058,87.4822
421.3700,87.9254
422.3343,87.5944
423.2985,86.8912
424.2627,86.2296
425.2270,85.8597
426.1912,85.8329
427.1554,86.0524
428.1197,86.3727
429.0839,86.6853
430.0481,86.9472
431.0124,87.1625
431.9766,87.3543
432.9408,87.5484
433.9051,87.7615
434.8693,87.9833
435.8335,88.1605
436.7978,88.2093
437.7620,88.0663
438.7262,87.7475
439.6905,87.365
440.6547,87.0873
441.6189,87.0625
442.5832,87.3383
443.5474,87.8207
444.5116,88.3116
445.4759,88.6171
446.4401,88.6487
447.4043,88.4499
448.3686,88.1497
449.3328,87.8938
450.2970,87.7842
451.2613,87.8407
452.2255,87.9926
453.1897,88.1099
454.1540,88.0646
455.1182,87.7962
456.0824,87.3532
457.0467,86.8876
458.0109,86.5879
458.9751,86.5719
459.9394,86.8224
460.9036,87.2175
461.8678,87.6125
462.8321,87.8968
463.7963,88.0113
464.7605,87.9448
465.7248,87.7268
466.6890,87.4145
467.6532,87.0767
468.6175,86.7804
469.5817,86.5856
470.5459,86.5413
471.5102,86.6698
472.4744,86.9451
473.4386,87.2881
474.4029,87.6024
475.3671,87.8276
476.3313,87.9671
477.2956,88.0725
478.2598,88.1992
479.2240,88.3637
480.1883,88.5302
481.1525,88.6379
482.1167,88.6531
483.0810,88.6053
484.0452,88.575
485.0094,88.6364
485.9737,88.7984
486.9379,88.9952
487.9021,89.1304
488.8664,89.138
489.8306,89.0198
490.7948,88.8418
491.7591,88.6971
492.7233,88.6583
493.6875,88.7465
494.6518,88.9304
495.6160,89.1468
496.5802,89.3261
