TITLE SAMPLE NAME:,Polyvinyl Chloride (pipe pieces)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,83.8674
400.1569,85.0279
401.1211,85.9255
402.0854,86.5837
403.0496,87.0497
404.0138,87.3187
404.9781,87.3435
405.9423,87.1076
406.9065,86.7023
407.8708,86.3333
408.8350,86.2354
409.7992,86.5396
410.7635,87.1609
411.7277,87.7812
412.6919,87.9938
413.6562,87.5494
414.6204,86.5036
415.5846,85.1794
416.5489,84.0477
417.5131,83.5831
418.4773,84.0109
419.4416,85.0211
420.4058,85.9106
421.3700,86.1909
422.3343,85.8877
423.2985,85.3186
424.2627,84.8057
425.2270,84.5376
426.1912,84.5438
427.1554,84.7409
428.1197,85.014
429.0839,85.2832
430.0481,85.5202
431.0124,85.7315
431.9766,85.9377
432.9408,86.1639
433.9051,86.4319
434.8693,86.7383
435.8335,87.0317
436.7978,87.2177
437.7620,87.2099
438.7262,86.996
439.6905,86.6668
440.6547,86.3865
441.6189,86.3189
442.5832,86.5425
443.5474,86.9951
444.5116,87.4945
445.4759,87.84
446.4401,87.9248
447.4043,87.78
448.3686,87.5367
449.3328,87.3496
450.2970,87.3229
451.2613,87.4615
452.2255,87.6674
453.1897,87.7864
454.1540,87.6858
455.1182,87.3257
456.0824,86.7928
457.0467,86.2784
458.0109,85.9909
458.9751,86.0382
459.9394,86.3722
460.9036,86.839
461.8678,87.2742
462.8321,87.5634
463.7963,87.6559
464.7605,87.556
465.7248,87.3077
466.6890,86.9721
467.6532,86.6062
468.6175,86.2549
469.5817,85.9596
470.5459,85.771
471.5102,85.7435
472.4744,85.9029
473.4386,86.2138
474.4029,86.5865
475.3671,86.9271
476.3313,87.1884
477.2956,87.3789
478.2598,87.5332
479.2240,87.6695
480.1883,87.7672
481.1525,87.7842
482.1167,87.703
483.0810,87.5662
484.0452,87.466
485.0094,87.4852
485.9737,87.6347
486.9379,87.841
487.9021,87.9937
488.8664,88.0126
489.8306,87.892
490.7948,87.7
491.7591,87.5377
492.7233,87.4862
493.6875,87.5715
494.6518,87.7635
495.6160,88.0003
496.5802,88.2163
