TITLE SAMPLE NAME:,Polyvinyl Chloride (pipe pieces)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,86.2481
400.1569,87.1021
401.1211,87.5778
402.0854,87.8184
403.0496,87.957
404.0138,88.0503
404.9781,88.0886
405.9423,88.0517
406.9065,87.9752
407.8708,87.9735
408.8350,88.1879
409.7992,88.6779
410.7635,89.3172
411.7277,89.7797
412.6919,89.6877
413.6562,88.8493
414.6204,87.3843
415.5846,85.6753
416.5489,84.2532
417.5131,83.6612
418.4773,84.1757
419.4416,85.4566
420.4058,86.671
421.3700,87.192
422.3343,86.9838
423.2985,86.375
424.2627,85.7318
425.2270,85.2968
426.1912,85.1515
427.1554,85.2493
428.1197,85.4903
429.0839,85.7881
430.0481,86.0986
431.0124,86.4138
431.9766,86.7484
432.9408,87.1276
433.9051,87.5703
434.8693,88.0579
435.8335,88.5126
436.7978,88.8173
437.7620,88.8864
438.7262,88.7411
439.6905,88.5267
440.6547,88.4565
441.6189,88.7103
442.5832,89.3316
443.5474,90.179
444.5116,90.9822
445.4759,91.4909
446.4401,91.6106
447.4043,91.4304
448.3686,91.1497
449.3328,90.9717
450.2970,91.0158
451.2613,91.2721
452.2255,91.6101
453.1897,91.8442
454.1540,91.8266
455.1182,91.5228
456.0824,91.0416
457.0467,90.5999
458.0109,90.419
458.9751,90.5995
459.9394,91.071
460.9036,91.6599
461.8678,92.1946
462.8321,92.5646
463.7963,92.7244
464.7605,92.677
465.7248,92.457
466.6890,92.1149
467.6532,91.705
468.6175,91.28
469.5817,90.8939
470.5459,90.606
471.5102,90.4693
472.4744,90.5031
473.4386,90.6695
474.4029,90.8851
475.3671,91.0654
476.3313,91.1637
477.2956,91.1775
478.2598,91.126
479.2240,91.0217
480.1883,90.8586
481.1525,90.6264
482.1167,90.3398
483.0810,90.0572
484.0452,89.8619
485.0094,89.8128
485.9737,89.8991
486.9379,90.0394
487.9021,90.1252
488.8664,90.0792
489.8306,89.8932
490.7948,89.6311
491.7591,89.3982
492.7233,89.2906
493.6875,89.3525
494.6518,89.5598
495.6160,89.8357
496.5802,90.0841
