TITLE SAMPLE NAME:,Polyvinyl Chloride (pipe pieces)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,103.102
400.1569,104.157
401.1211,104.897
402.0854,105.316
403.0496,105.463
404.0138,105.357
404.9781,104.998
405.9423,104.439
406.9065,103.854
407.8708,103.51
408.8350,103.65
409.7992,104.337
410.7635,105.342
411.7277,106.175
412.6919,106.317
413.6562,105.544
414.6204,104.056
415.5846,102.371
416.5489,101.134
417.5131,100.912
418.4773,101.862
419.4416,103.415
420.4058,104.587
421.3700,104.809
422.3343,104.223
423.2985,103.31
424.2627,102.512
425.2270,102.078
426.1912,102.04
427.1554,102.283
428.1197,102.636
429.0839,102.971
430.0481,103.225
431.0124,103.389
431.9766,103.489
432.9408,103.559
433.9051,103.634
434.8693,103.711
435.8335,103.739
436.7978,103.632
437.7620,103.327
438.7262,102.853
439.6905,102.346
440.6547,101.994
441.6189,101.955
442.5832,102.26
443.5474,102.771
444.5116,103.236
445.4759,103.436
446.4401,103.302
447.4043,102.943
448.3686,102.563
449.3328,102.358
450.2970,102.421
451.2613,102.706
452.2255,103.042
453.1897,103.213
454.1540,103.061
455.1182,102.566
456.0824,101.876
457.0467,101.255
458.0109,100.964
458.9751,101.116
459.9394,101.62
460.9036,102.266
461.8678,102.855
462.8321,103.263
463.7963,103.451
464.7605,103.437
465.7248,103.267
466.6890,102.986
467.6532,102.628
468.6175,102.222
469.5817,101.812
470.5459,101.471
471.5102,101.291
472.4744,101.33
473.4386,101.568
474.4029,101.909
475.3671,102.242
476.3313,102.501
477.2956,102.675
478.2598,102.776
479.2240,102.803
480.1883,102.726
481.1525,102.516
482.1167,102.197
483.0810,101.865
484.0452,101.648
485.0094,101.633
485.9737,101.799
486.9379,102.028
487.9021,102.182
488.8664,102.175
489.8306,102.011
490.7948,101.769
491.7591,101.552
492.7233,101.432
493.6875,101.427
494.6518,101.507
495.6160,101.616
496.5802,101.701
497.5445,101.723
498.5087,101.666
499.4729,101.543
500.4372,101.399
501.4014,101.296
502.3656,101.287
503.3299,101.381
504.2941,101.534
505.2583,101.663
506.2226,101.691
