TITLE SAMPLE NAME:,Polyvinyl Chloride (pipe pieces)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,80.0043
400.1569,79.6453
401.1211,79.2076
402.0854,78.8356
403.0496,78.6053
404.0138,78.5274
404.9781,78.5632
405.9423,78.6466
406.9065,78.7158
407.8708,78.7404
408.8350,78.7244
409.7992,78.6831
410.7635,78.6184
411.7277,78.5154
412.6919,78.3612
413.6562,78.167
414.6204,77.9707
415.5846,77.8222
416.5489,77.7649
417.5131,77.8096
418.4773,77.9074
419.4416,77.9643
420.4058,77.9204
421.3700,77.7929
422.3343,77.6323
423.2985,77.4726
424.2627,77.3226
425.2270,77.1799
426.1912,77.0486
427.1554,76.9492
428.1197,76.9132
429.0839,76.9675
430.0481,77.1196
431.0124,77.3507
431.9766,77.6227
432.9408,77.8967
433.9051,78.1501
434.8693,78.3821
435.8335,78.6045
436.7978,78.8265
437.7620,79.0459
438.7262,79.2508
439.6905,79.4298
440.6547,79.5816
441.6189,79.7204
442.5832,79.8711
443.5474,80.0564
444.5116,80.2786
445.4759,80.5135
446.4401,80.7214
447.4043,80.868
448.3686,80.9394
449.3328,80.9453
450.2970,80.9109
451.2613,80.8641
452.2255,80.8256
453.1897,80.8067
454.1540,80.8126
455.1182,80.8447
456.0824,80.8972
457.0467,80.9512
458.0109,80.978
458.9751,80.9565
459.9394,80.8928
460.9036,80.818
461.8678,80.7668
462.8321,80.7557
463.7963,80.7727
464.7605,80.783
465.7248,80.7495
466.6890,80.6577
467.6532,80.5285
468.6175,80.4071
469.5817,80.3394
470.5459,80.3496
471.5102,80.4295
472.4744,80.5437
473.4386,80.6502
474.4029,80.7223
475.3671,80.7536
476.3313,80.7485
477.2956,80.7132
478.2598,80.6532
479.2240,80.5782
480.1883,80.5038
481.1525,80.4474
482.1167,80.4207
483.0810,80.4243
484.0452,80.4479
485.0094,80.4768
485.9737,80.5
486.9379,80.5133
487.9021,80.517
488.8664,80.5116
489.8306,80.4963
490.7948,80.4689
491.7591,80.4276
492.7233,80.3703
493.6875,80.2947
494.6518,80.1982
495.6160,80.0812
496.5802,79.9496
