TITLE SAMPLE NAME:,Polyethylene Low Density (bags, packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,100.631
400.1569,101.007
401.1211,101.304
402.0854,101.459
403.0496,101.479
404.0138,101.393
404.9781,101.228
405.9423,101.008
406.9065,100.76
407.8708,100.511
408.8350,100.28
409.7992,100.072
410.7635,99.8878
411.7277,99.7304
412.6919,99.6107
413.6562,99.5396
414.6204,99.5207
415.5846,99.552
416.5489,99.6347
417.5131,99.7773
418.4773,99.9776
419.4416,100.19
420.4058,100.332
421.3700,100.339
422.3343,100.202
423.2985,99.9639
424.2627,99.7021
425.2270,99.5035
426.1912,99.4263
427.1554,99.4721
428.1197,99.5917
429.0839,99.7212
430.0481,99.8181
431.0124,99.8728
431.9766,99.8968
432.9408,99.9001
433.9051,99.8794
434.8693,99.8258
435.8335,99.7409
436.7978,99.6438
437.7620,99.5598
438.7262,99.5036
439.6905,99.4726
440.6547,99.4537
441.6189,99.4337
442.5832,99.4058
443.5474,99.3672
444.5116,99.3159
445.4759,99.2525
446.4401,99.1874
447.4043,99.143
448.3686,99.1466
449.3328,99.2139
450.2970,99.3339
451.2613,99.4647
452.2255,99.5467
453.1897,99.5291
454.1540,99.3914
455.1182,99.154
456.0824,98.8756
457.0467,98.6392
458.0109,98.5201
458.9751,98.5468
459.9394,98.6872
460.9036,98.8778
461.8678,99.0629
462.8321,99.2126
463.7963,99.3186
464.7605,99.3814
465.7248,99.4014
466.6890,99.3763
467.6532,99.3058
468.6175,99.1981
469.5817,99.0731
470.5459,98.9612
471.5102,98.8947
472.4744,98.8932
473.4386,98.9501
474.4029,99.0359
475.3671,99.1153
476.3313,99.1658
477.2956,99.186
478.2598,99.193
479.2240,99.2124
480.1883,99.2633
481.1525,99.3463
482.1167,99.4413
483.0810,99.5181
484.0452,99.5548
485.0094,99.5509
485.9737,99.5246
486.9379,99.495
487.9021,99.4658
488.8664,99.4247
489.8306,99.3574
490.7948,99.2669
491.7591,99.1832
492.7233,99.1525
493.6875,99.2105
494.6518,99.3581
495.6160,99.5569
496.5802,99.7467
497.5445,99.8708
498.5087,99.896
499.4729,99.8192
500.4372,99.6618
501.4014,99.4604
502.3656,99.2559
503.3299,99.0859
504.2941,98.9799
505.2583,98.9553
506.2226,99.0131
507.1868,99.1329
508.1510,99.2752
509.1153,99.3953
510.0795,99.4645
511.0437,99.4831
512.0080,99.4758
512.9722,99.4705
513.9365,99.4792
514.9007,99.492
515.8649,99.488
516.8292,99.4551
517.7934,99.4037
518.7576,99.3601
519.7219,99.3436
520.6861,99.3503
521.6503,99.3576
522.6146,99.3437
523.5788,99.3045
524.5430,99.2577
525.5073,99.2313
526.4715,99.2444
527.4357,99.2944
528.4000,99.3617
529.3642,99.4262
530.3284,99.4776
531.2927,99.5147
532.2569,99.5369
533.2211,99.5395
534.1854,99.5166
535.1496,99.4696
536.1138,99.4128
537.0781,99.3691
538.0423,99.3585
539.0065,99.3872
539.9708,99.4446
540.9350,99.5097
541.8992,99.5607
542.8635,99.5825
543.8277,99.569
544.7919,99.5228
545.7562,99.4551
546.7204,99.3846
547.6846,99.3341
548.6489,99.3219
549.6131,99.3525
550.5773,99.4125
551.5416,99.4768
552.5058,99.5219
553.4700,99.5385
554.4343,99.5357
555.3985,99.532
556.3627,99.5411
557.3270,99.5617
558.2912,99.5795
559.2554,99.5793
560.2197,99.5575
561.1839,99.525
562.1481,99.4996
563.1124,99.4934
564.0766,99.5056
565.0408,99.5249
566.0051,99.5392
566.9693,99.5441
567.9335,99.5456
568.8978,99.5534
569.8620,99.5726
570.8262,99.5994
571.7905,99.6244
572.7547,99.6396
573.7189,99.6434
574.6832,99.6404
575.6474,99.6367
576.6116,99.634
577.5759,99.6281
578.5401,99.6129
579.5043,99.5868
580.4686,99.5559
581.4328,99.532
582.3970,99.5257
583.3613,99.5396
584.3255,99.567
585.2897,99.5965
586.2540,99.6191
587.2182,99.633
588.1824,99.6428
589.1467,99.654
590.1109,99.668
591.0751,99.6797
592.0394,99.6803
593.0036,99.6637
593.9678,99.6306
594.9321,99.589
595.8963,99.5508
596.8605,99.5263
597.8248,99.5202
598.7890,99.5306
599.7532,99.5499
600.7175,99.5685
601.6817,99.5797
602.6459,99.582
