TITLE SAMPLE NAME:,Polyethylene Low Density (bags, packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,102.096
400.1569,102.908
401.1211,103.692
402.0854,104.326
403.0496,104.802
404.0138,105.162
404.9781,105.439
405.9423,105.639
406.9065,105.75
407.8708,105.773
408.8350,105.743
409.7992,105.724
410.7635,105.767
411.7277,105.865
412.6919,105.937
413.6562,105.865
414.6204,105.544
415.5846,104.928
416.5489,104.06
417.5131,103.113
418.4773,102.372
419.4416,102.066
420.4058,102.165
421.3700,102.454
422.3343,102.751
423.2985,102.993
424.2627,103.197
425.2270,103.391
426.1912,103.581
427.1554,103.75
428.1197,103.882
429.0839,103.983
430.0481,104.073
431.0124,104.172
431.9766,104.278
432.9408,104.368
433.9051,104.415
434.8693,104.411
435.8335,104.375
436.7978,104.345
437.7620,104.352
438.7262,104.404
439.6905,104.479
440.6547,104.541
441.6189,104.552
442.5832,104.508
443.5474,104.451
444.5116,104.456
445.4759,104.58
446.4401,104.822
447.4043,105.11
448.3686,105.336
449.3328,105.415
450.2970,105.332
451.2613,105.145
452.2255,104.94
453.1897,104.771
454.1540,104.637
455.1182,104.509
456.0824,104.377
457.0467,104.294
458.0109,104.35
458.9751,104.594
459.9394,104.977
460.9036,105.381
461.8678,105.7
462.8321,105.89
463.7963,105.974
464.7605,106.012
465.7248,106.051
466.6890,106.091
467.6532,106.09
468.6175,105.999
469.5817,105.809
470.5459,105.571
471.5102,105.391
472.4744,105.372
473.4386,105.558
474.4029,105.904
475.3671,106.311
476.3313,106.68
477.2956,106.948
478.2598,107.093
479.2240,107.12
480.1883,107.051
481.1525,106.916
482.1167,106.753
483.0810,106.606
484.0452,106.515
485.0094,106.499
485.9737,106.536
486.9379,106.577
487.9021,106.57
488.8664,106.482
489.8306,106.326
490.7948,106.146
491.7591,106.008
492.7233,105.963
493.6875,106.026
494.6518,106.166
495.6160,106.323
496.5802,106.433
497.5445,106.446
498.5087,106.347
499.4729,106.156
500.4372,105.926
501.4014,105.717
502.3656,105.576
503.3299,105.513
504.2941,105.507
505.2583,105.527
506.2226,105.55
507.1868,105.576
508.1510,105.617
509.1153,105.68
510.0795,105.756
511.0437,105.813
512.0080,105.815
512.9722,105.729
513.9365,105.552
514.9007,105.312
515.8649,105.077
516.8292,104.931
517.7934,104.94
518.7576,105.112
519.7219,105.383
520.6861,105.649
521.6503,105.82
522.6146,105.851
523.5788,105.757
524.5430,105.599
525.5073,105.459
526.4715,105.401
527.4357,105.442
528.4000,105.554
529.3642,105.681
530.3284,105.773
531.2927,105.801
532.2569,105.765
533.2211,105.687
534.1854,105.603
535.1496,105.543
536.1138,105.523
537.0781,105.539
538.0423,105.575
539.0065,105.614
539.9708,105.642
540.9350,105.656
541.8992,105.655
542.8635,105.637
543.8277,105.605
544.7919,105.561
545.7562,105.516
546.7204,105.485
547.6846,105.483
548.6489,105.52
549.6131,105.601
550.5773,105.722
551.5416,105.873
552.5058,106.04
553.4700,106.207
554.4343,106.359
555.3985,106.486
556.3627,106.583
557.3270,106.648
558.2912,106.686
559.2554,106.699
560.2197,106.696
561.1839,106.685
562.1481,106.668
563.1124,106.639
564.0766,106.583
565.0408,106.487
566.0051,106.355
566.9693,106.209
567.9335,106.089
568.8978,106.023
569.8620,106.014
570.8262,106.034
571.7905,106.037
572.7547,105.991
573.7189,105.887
574.6832,105.749
575.6474,105.612
576.6116,105.505
577.5759,105.436
578.5401,105.397
579.5043,105.37
580.4686,105.344
581.4328,105.319
582.3970,105.305
583.3613,105.314
584.3255,105.349
585.2897,105.403
586.2540,105.455
587.2182,105.48
588.1824,105.457
589.1467,105.388
590.1109,105.296
591.0751,105.22
592.0394,105.199
593.0036,105.244
593.9678,105.332
594.9321,105.421
595.8963,105.471
596.8605,105.468
597.8248,105.427
598.7890,105.385
599.7532,105.373
600.7175,105.405
601.6817,105.471
602.6459,105.547
603.6102,105.61
604.5744,105.647
605.5386,105.659
606.5029,105.656
607.4671,105.65
608.4313,105.654
609.3956,105.669
610.3598,105.688
611.3240,105.688
612.2883,105.639
613.2525,105.523
614.2167,105.344
615.1810,105.144
616.1452,104.987
617.1094,104.934
618.0737,105.01
619.0379,105.181
620.0021,105.378
620.9664,105.528
