TITLE SAMPLE NAME:,Polypropylene (medicine containers-plastics caps-containers-makeup packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,99.3887
401.1211,99.5491
403.0496,99.6649
404.9781,99.724
406.9065,99.739
408.8350,99.7243
410.7635,99.687
412.6919,99.6291
414.6204,99.5557
416.5489,99.4794
418.4773,99.416
420.4058,99.3721
422.3343,99.3386
424.2627,99.2998
426.1912,99.2459
428.1197,99.1784
430.0481,99.1071
431.9766,99.043
433.9051,98.9907
435.8335,98.944
437.7620,98.8894
439.6905,98.8142
441.6189,98.7147
443.5474,98.5951
445.4759,98.4594
447.4043,98.3034
449.3328,98.1173
451.2613,97.8976
453.1897,97.6629
455.1182,97.4606
457.0467,97.3542
458.9751,97.389
460.9036,97.5608
462.8321,97.8186
464.7605,98.0959
466.6890,98.3412
468.6175,98.5293
470.5459,98.6588
472.4744,98.7416
474.4029,98.7925
476.3313,98.8225
478.2598,98.8394
480.1883,98.8508
482.1167,98.8659
484.0452,98.8929
485.9737,98.9345
487.9021,98.9851
489.8306,99.033
491.7591,99.066
493.6875,99.0764
495.6160,99.0636
497.5445,99.0327
499.4729,98.9923
501.4014,98.9516
503.3299,98.9184
505.2583,98.8975
507.1868,98.8888
509.1153,98.8873
511.0437,98.8831
512.9722,98.8646
514.9007,98.8214
516.8292,98.7498
518.7576,98.6553
520.6861,98.5524
522.6146,98.4585
524.5430,98.3872
526.4715,98.3448
528.4000,98.3304
530.3284,98.3391
532.2569,98.3653
534.1854,98.4044
536.1138,98.4524
538.0423,98.504
539.9708,98.5532
541.8992,98.5941
543.8277,98.6237
545.7562,98.6432
547.6846,98.6576
549.6131,98.6729
551.5416,98.6937
553.4700,98.7206
555.3985,98.7506
557.3270,98.7783
559.2554,98.7977
561.1839,98.8042
563.1124,98.7963
565.0408,98.7756
566.9693,98.7467
568.8978,98.7157
570.8262,98.689
572.7547,98.6711
574.6832,98.6637
576.6116,98.6652
578.5401,98.6721
580.4686,98.6804
582.3970,98.6879
584.3255,98.6947
586.2540,98.7027
588.1824,98.7131
590.1109,98.7245
592.0394,98.7331
