TITLE SAMPLE NAME:,Polypropylene (medicine containers-plastics caps-containers-makeup packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,81.8575
401.1211,83.6003
403.0496,85.3025
404.9781,86.7106
406.9065,87.7196
408.8350,88.3119
410.7635,88.5113
412.6919,88.3801
414.6204,88.0434
416.5489,87.6972
418.4773,87.5514
420.4058,87.7111
422.3343,88.1096
424.2627,88.5739
426.1912,88.9469
428.1197,89.1547
430.0481,89.206
431.9766,89.1604
433.9051,89.0875
435.8335,89.0336
437.7620,89.0088
439.6905,88.998
441.6189,88.9818
443.5474,88.9461
445.4759,88.8803
447.4043,88.776
449.3328,88.6361
451.2613,88.4874
453.1897,88.3814
455.1182,88.3743
457.0467,88.4903
458.9751,88.6967
460.9036,88.9205
462.8321,89.1012
464.7605,89.2331
466.6890,89.363
468.6175,89.5512
470.5459,89.8244
472.4744,90.1519
474.4029,90.4645
476.3313,90.7037
478.2598,90.8596
480.1883,90.9689
482.1167,91.086
484.0452,91.2507
485.9737,91.4695
487.9021,91.7162
489.8306,91.9449
491.7591,92.1078
493.6875,92.1716
495.6160,92.1293
497.5445,92.0067
499.4729,91.8605
501.4014,91.7588
503.3299,91.7509
505.2583,91.8393
507.1868,91.9757
509.1153,92.0867
511.0437,92.113
512.9722,92.0373
514.9007,91.8898
516.8292,91.7294
518.7576,91.6121
520.6861,91.5641
522.6146,91.5758
524.5430,91.6149
526.4715,91.6487
528.4000,91.659
530.3284,91.645
532.2569,91.6176
534.1854,91.5901
536.1138,91.5727
538.0423,91.5701
539.9708,91.5829
541.8992,91.6103
543.8277,91.6528
545.7562,91.7123
547.6846,91.7906
549.6131,91.8856
551.5416,91.9899
553.4700,92.0916
555.3985,92.1791
557.3270,92.2462
559.2554,92.2944
561.1839,92.3313
563.1124,92.3656
565.0408,92.4023
566.9693,92.4406
568.8978,92.475
570.8262,92.4989
572.7547,92.5092
574.6832,92.5097
576.6116,92.5101
578.5401,92.522
580.4686,92.5513
582.3970,92.5938
584.3255,92.6355
586.2540,92.6609
588.1824,92.6623
590.1109,92.6459
592.0394,92.6295
