TITLE SAMPLE NAME:,Polypropylene (medicine containers-plastics caps-containers-makeup packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,54.7443
401.1211,58.636
403.0496,62.2395
404.9781,65.1371
406.9065,67.1591
408.8350,68.3019
410.7635,68.686
412.6919,68.5614
414.6204,68.3076
416.5489,68.353
418.4773,68.9781
420.4058,70.1251
422.3343,71.4391
424.2627,72.5379
426.1912,73.2379
428.1197,73.5887
430.0481,73.7857
431.9766,74.0556
433.9051,74.5487
435.8335,75.2723
437.7620,76.1028
439.6905,76.8736
441.6189,77.4758
443.5474,77.9083
445.4759,78.2563
447.4043,78.6284
449.3328,79.0973
451.2613,79.6743
453.1897,80.3161
455.1182,80.9469
457.0467,81.4946
458.9751,81.933
460.9036,82.3051
462.8321,82.6998
464.7605,83.1974
466.6890,83.8216
468.6175,84.523
470.5459,85.2012
472.4744,85.7599
474.4029,86.1675
476.3313,86.4794
478.2598,86.8072
480.1883,87.2629
482.1167,87.9116
484.0452,88.7442
485.9737,89.6722
487.9021,90.5486
489.8306,91.2153
491.7591,91.564
493.6875,91.5826
495.6160,91.3686
497.5445,91.0983
499.4729,90.961
501.4014,91.0761
503.3299,91.4349
505.2583,91.9025
507.1868,92.2901
509.1153,92.4506
511.0437,92.3443
512.9722,92.0442
514.9007,91.6921
516.8292,91.4299
518.7576,91.3382
520.6861,91.4082
522.6146,91.5618
524.5430,91.7014
526.4715,91.7584
528.4000,91.7169
530.3284,91.609
532.2569,91.4896
534.1854,91.408
536.1138,91.3881
538.0423,91.4247
539.9708,91.4941
541.8992,91.5719
543.8277,91.6469
545.7562,91.7258
547.6846,91.8247
549.6131,91.9569
551.5416,92.123
553.4700,92.3114
555.3985,92.5056
557.3270,92.6939
559.2554,92.8727
561.1839,93.0436
563.1124,93.2073
565.0408,93.3585
566.9693,93.4858
568.8978,93.5763
570.8262,93.6235
572.7547,93.634
574.6832,93.6299
576.6116,93.6426
578.5401,93.6984
580.4686,93.8027
582.3970,93.9328
584.3255,94.048
586.2540,94.1124
588.1824,94.1198
590.1109,94.1011
592.0394,94.109
