TITLE SAMPLE NAME:,Polypropylene (medicine containers-plastics caps-containers-makeup packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,88.4223
401.1211,89.1172
403.0496,89.9232
404.9781,90.6306
406.9065,91.1139
408.8350,91.3224
410.7635,91.2559
412.6919,90.9539
414.6204,90.4999
416.5489,90.0254
418.4773,89.6807
420.4058,89.564
422.3343,89.6665
424.2627,89.8981
426.1912,90.1589
428.1197,90.3844
430.0481,90.5493
431.9766,90.6533
433.9051,90.7079
435.8335,90.7295
437.7620,90.7389
439.6905,90.7611
441.6189,90.8181
443.5474,90.9135
445.4759,91.021
447.4043,91.0899
449.3328,91.0734
451.2613,90.96
453.1897,90.7934
455.1182,90.6651
457.0467,90.6744
458.9751,90.8668
460.9036,91.1981
462.8321,91.5621
464.7605,91.8592
466.6890,92.048
468.6175,92.1553
470.5459,92.2483
472.4744,92.387
474.4029,92.5851
476.3313,92.8074
478.2598,93.0016
480.1883,93.133
482.1167,93.1982
484.0452,93.2185
485.9737,93.2216
487.9021,93.2264
489.8306,93.2345
491.7591,93.2322
493.6875,93.199
495.6160,93.1195
497.5445,92.9947
499.4729,92.8471
501.4014,92.7145
503.3299,92.6316
505.2583,92.6067
507.1868,92.6132
509.1153,92.6036
511.0437,92.5379
512.9722,92.4087
514.9007,92.2473
516.8292,92.1075
518.7576,92.037
520.6861,92.0533
522.6146,92.1394
524.5430,92.2607
526.4715,92.3849
528.4000,92.4943
530.3284,92.5834
532.2569,92.6509
534.1854,92.6937
536.1138,92.708
538.0423,92.6936
539.9708,92.6582
541.8992,92.617
543.8277,92.5886
545.7562,92.5899
547.6846,92.6318
549.6131,92.7169
551.5416,92.8384
553.4700,92.9808
555.3985,93.1221
557.3270,93.2387
559.2554,93.3105
561.1839,93.3269
563.1124,93.2888
565.0408,93.207
566.9693,93.0978
568.8978,92.9768
570.8262,92.8565
572.7547,92.7462
574.6832,92.6547
576.6116,92.5902
578.5401,92.5579
580.4686,92.5549
582.3970,92.568
584.3255,92.5776
586.2540,92.567
588.1824,92.5314
590.1109,92.4795
592.0394,92.4278
