TITLE SAMPLE NAME:,Polypropylene (medicine containers-plastics caps-containers-makeup packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,94.2994
401.1211,94.3561
403.0496,94.5193
404.9781,94.7561
406.9065,95.0362
408.8350,95.318
410.7635,95.5508
412.6919,95.6967
414.6204,95.7539
416.5489,95.7628
418.4773,95.7833
420.4058,95.8599
422.3343,96.0046
424.2627,96.2118
426.1912,96.4751
428.1197,96.7837
430.0481,97.1066
431.9766,97.3873
433.9051,97.5643
435.8335,97.6122
437.7620,97.5703
439.6905,97.5281
441.6189,97.5676
443.5474,97.7024
445.4759,97.8583
447.4043,97.9142
449.3328,97.7756
451.2613,97.4337
453.1897,96.9837
455.1182,96.6004
457.0467,96.4635
458.9751,96.6543
460.9036,97.0946
462.8321,97.5962
464.7605,97.9798
466.6890,98.1709
468.6175,98.2226
470.5459,98.2658
472.4744,98.4148
474.4029,98.686
476.3313,98.9928
478.2598,99.2169
480.1883,99.289
482.1167,99.2203
484.0452,99.0792
485.9737,98.9418
487.9021,98.8508
489.8306,98.804
491.7591,98.7738
493.6875,98.7322
495.6160,98.6662
497.5445,98.5775
499.4729,98.4756
501.4014,98.3721
503.3299,98.277
505.2583,98.1962
507.1868,98.1284
509.1153,98.0659
511.0437,97.9991
512.9722,97.9235
514.9007,97.8435
516.8292,97.7712
518.7576,97.7197
520.6861,97.6964
522.6146,97.7006
524.5430,97.727
526.4715,97.7706
528.4000,97.8288
530.3284,97.8986
532.2569,97.9739
534.1854,98.0435
536.1138,98.0942
538.0423,98.1157
539.9708,98.1056
541.8992,98.0717
543.8277,98.0302
545.7562,98.001
547.6846,98.0012
549.6131,98.0391
551.5416,98.1104
553.4700,98.1984
555.3985,98.2794
557.3270,98.3306
559.2554,98.3391
561.1839,98.3051
563.1124,98.2389
565.0408,98.1538
566.9693,98.0591
568.8978,97.9582
570.8262,97.8533
572.7547,97.7513
574.6832,97.666
576.6116,97.6126
578.5401,97.5982
580.4686,97.6151
582.3970,97.643
584.3255,97.6592
586.2540,97.6521
588.1824,97.6262
590.1109,97.5966
592.0394,97.5766
